source,target,relation,weight
"P116","CONC_Hydrogen_Bonding","addresses","1"
"P116","CONC_Self_Healing","addresses","1"
"P116","CONC_Piezoelectricity","addresses","1"
"P116","CONC_Biocompatibility","addresses","1"
"P116","CONC_Biodegradability","addresses","1"
"P116","CONC_Polymer_Networks","addresses","1"
"P116","CONC_Fillers","addresses","1"
"P116","INST_University_of_Dundee","from","1"
"P117","MAT_Graphene","studies","1"
"P117","MAT_PAN","studies","1"
"P117","MAT_2_3_wt__","studies","1"
"P117","MAT_PCL","studies","1"
"P117","METH_Electrospinning","uses","1"
"P117","METH_PFM","uses","1"
"P117","METH_EIS","uses","1"
"P117","METH_FTIR","uses","1"
"P117","METH_SEM","uses","1"
"P117","METH_contact_angle_measurement","uses","1"
"P117","METH_BMSC_culture","uses","1"
"P117","METH_fluorescence_microscopy","uses","1"
"P117","METH_statistical_analysis","uses","1"
"P117","CONC_Piezoelectricity","addresses","1"
"P117","CONC_Biodegradability","addresses","1"
"P117","CONC_Adhesion","addresses","1"
"P117","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P117","INST_University_of_California_Riverside","from","1"
"P118","MAT_PVDF","studies","1"
"P118","MAT_Ionomers","studies","1"
"P118","METH_Laminated_hot_pressing","uses","1"
"P118","METH_XRD","uses","1"
"P118","METH_FTIR","uses","1"
"P118","METH_MD_Simulation","uses","1"
"P118","METH_bend_self_polarization_testing","uses","1"
"P118","METH_direct_piezoelectric_charge_method","uses","1"
"P118","METH_EIS","uses","1"
"P118","CONC_Piezoelectricity","addresses","1"
"P118","INST_Southwest_Jiaotong_University","from","1"
"P119","MAT_Hydrogels","studies","1"
"P119","METH_Dual_crosslinking","uses","1"
"P119","METH_freeze_thaw_cycling","uses","1"
"P119","METH_PFM","uses","1"
"P119","METH_COMSOL_FEM","uses","1"
"P119","METH_EIS","uses","1"
"P119","METH_ultrasound_irradiation__1_0_MHz","uses","1"
"P119","METH_2_5_W_cm__","uses","1"
"P119","METH_RNA_Seq","uses","1"
"P119","METH_in_vivo_diabetic_rat_model","uses","1"
"P119","METH_tube_formation_assay","uses","1"
"P119","CONC_Self_Healing","addresses","1"
"P119","CONC_Piezoelectricity","addresses","1"
"P119","CONC_Surface_Properties","addresses","1"
"P119","CONC_Adhesion","addresses","1"
"P119","CONC_Transport_Properties","addresses","1"
"P119","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P119","INST_Shanghai_Institute_of_Ceramics_CAS","from","1"
"P121","MAT_Hydrogels","studies","1"
"P121","MAT_PVDF","studies","1"
"P121","MAT_NaCl_aqueous_electrolytes","studies","1"
"P121","METH_Indentation_experiment","uses","1"
"P121","METH_NMR","uses","1"
"P121","METH_Poisson_Nernst_Planck_poroelastic_model","uses","1"
"P121","METH_FEM","uses","1"
"P121","METH_16_element_sensor_array_fabrication","uses","1"
"P121","CONC_Piezoelectricity","addresses","1"
"P121","CONC_Triboelectricity","addresses","1"
"P121","CONC_Interfaces","addresses","1"
"P121","CONC_Diffusion","addresses","1"
"P121","CONC_Transport_Properties","addresses","1"
"P121","CONC_Ion_Transport","addresses","1"
"P121","CONC_Sensing","addresses","1"
"P121","INST_University_of_British_Columbia","from","1"
"P122","MAT_BaTiO__nanocrystals","studies","1"
"P122","MAT_ZnO_nanowires","studies","1"
"P122","MAT_KNN","studies","1"
"P122","MAT_PVDF","studies","1"
"P122","MAT_PLLA","studies","1"
"P122","MAT_Collagen","studies","1"
"P122","MAT_Silk","studies","1"
"P122","MAT___glycine","studies","1"
"P122","MAT___glycine","studies","1"
"P122","MAT_hydroxyapatite","studies","1"
"P122","METH_PFM","uses","1"
"P122","METH_hydrothermal_synthesis","uses","1"
"P122","METH_organometallic_method","uses","1"
"P122","METH_sol_gel","uses","1"
"P122","METH_TEM","uses","1"
"P122","METH_molten_salt_method","uses","1"
"P122","METH_ultrasound_activation","uses","1"
"P122","METH_in_vivo_implantation","uses","1"
"P122","METH_cell_culture_with_piezoelectric_scaffold","uses","1"
"P122","CONC_Piezoelectricity","addresses","1"
"P122","CONC_Surface_Properties","addresses","1"
"P122","CONC_Membranes","addresses","1"
"P122","INST_Xinxiang_Medical_University","from","1"
"P123","MAT_Collagen","studies","1"
"P123","MAT_PVDF","studies","1"
"P123","MAT_PLLA","studies","1"
"P123","MAT_PHB_PHBV","studies","1"
"P123","MAT_Cellulose","studies","1"
"P123","MAT_Chitosan","studies","1"
"P123","MAT_Keratin","studies","1"
"P123","MAT_Silk","studies","1"
"P123","MAT_odd_numbered_nylons","studies","1"
"P123","MAT_hydroxyapatite","studies","1"
"P123","METH_Literature_review","uses","1"
"P123","METH_signaling_pathway_analysis","uses","1"
"P123","METH_piezoelectric_coefficient_comparison","uses","1"
"P123","METH_bioelectricity_mechanism_analysis","uses","1"
"P123","CONC_Piezoelectricity","addresses","1"
"P123","CONC_Biodegradability","addresses","1"
"P123","CONC_Membranes","addresses","1"
"P123","CONC_Tissue_Engineering","addresses","1"
"P123","CONC_Wound_Healing","addresses","1"
"P123","INST_University_of_Mauritius","from","1"
"P126","MAT_BaTiO_","studies","1"
"P126","MAT_ZnO","studies","1"
"P126","MAT_MoS_","studies","1"
"P126","MAT_BiFeO_","studies","1"
"P126","MAT_boron_nitride_nanotubes","studies","1"
"P126","MAT_PVDF","studies","1"
"P126","MAT_PLLA","studies","1"
"P126","MAT_Cellulose","studies","1"
"P126","MAT_piezoelectric_polymers","studies","1"
"P126","METH_Ultrasound_activation","uses","1"
"P126","METH_hydrothermal_synthesis","uses","1"
"P126","METH_sol_gel","uses","1"
"P126","METH_DFT","uses","1"
"P126","METH_EPR","uses","1"
"P126","METH_radical_quenching_experiments","uses","1"
"P126","METH_energy_band_theory_analysis","uses","1"
"P126","METH_screening_charge_effect_analysis","uses","1"
"P126","CONC_Piezoelectricity","addresses","1"
"P126","CONC_Biocompatibility","addresses","1"
"P126","CONC_Biodegradability","addresses","1"
"P126","CONC_Surface_Properties","addresses","1"
"P126","CONC_Sensing","addresses","1"
"P126","INST_Tongji_University","from","1"
"P127","MAT_Decellularized_cartilage_ECM____diphenyl","studies","1"
"P127","MAT_PEDOT_PSS","studies","1"
"P127","MAT_fibrin_sealant","studies","1"
"P127","METH_SEM","uses","1"
"P127","METH_gradient_freezing_for_macroporous_struct","uses","1"
"P127","METH_cyclic_voltammetry","uses","1"
"P127","METH_EIS","uses","1"
"P127","METH_FEM","uses","1"
"P127","METH_CCK_8_viability","uses","1"
"P127","METH_Alcian_blue_Safranin_O_staining","uses","1"
"P127","METH_ALP_Alizarin_Red_staining","uses","1"
"P127","METH_qPCR","uses","1"
"P127","METH_RNA_Seq","uses","1"
"P127","CONC_Piezoelectricity","addresses","1"
"P127","CONC_Interfaces","addresses","1"
"P127","CONC_Surface_Properties","addresses","1"
"P127","INST_Peking_University_Third_Hospital","from","1"
"P128","MAT_PVDF","studies","1"
"P128","MAT_Elastomers","studies","1"
"P128","METH_AFM","uses","1"
"P128","METH_XRD","uses","1"
"P128","METH_SAXS","uses","1"
"P128","METH_NMR","uses","1"
"P128","METH_Calorimetry","uses","1"
"P128","METH_Raman_spectroscopy","uses","1"
"P128","METH_FTIR","uses","1"
"P128","METH_2D_correlation_spectroscopy","uses","1"
"P128","METH_MD_Simulation","uses","1"
"P128","METH_COMSOL_FEM","uses","1"
"P128","CONC_Self_Healing","addresses","1"
"P128","CONC_Toughness","addresses","1"
"P128","CONC_Interfaces","addresses","1"
"P128","CONC_Diffusion","addresses","1"
"P128","INST_Donghua_University","from","1"
"P129","MAT_Graphene","studies","1"
"P129","MAT_Carbon_Nanotubes","studies","1"
"P129","MAT_carbon_dots","studies","1"
"P129","MAT_PEDOT_PSS","studies","1"
"P129","MAT_PPy","studies","1"
"P129","MAT_PAN","studies","1"
"P129","MAT_Au_nanoparticles_nanorods_nanowires","studies","1"
"P129","MAT_Ag_Zn_Ti_B_Sr_Mg_Cu_Pt_MoS_","studies","1"
"P129","MAT_MXenes","studies","1"
"P129","MAT_BaTiO_","studies","1"
"P129","METH_Literature_review","uses","1"
"P129","METH_electrostimulation_parameter_optimizatio","uses","1"
"P129","METH_cell_culture_on_conductive_piezoelectric","uses","1"
"P129","METH_implantable_energy_harvesters","uses","1"
"P129","METH_triboelectric_nanogenerators","uses","1"
"P129","METH_piezoelectric_nanogenerators","uses","1"
"P129","CONC_Piezoelectricity","addresses","1"
"P129","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P129","CONC_Membranes","addresses","1"
"P129","CONC_Energy_Harvesting","addresses","1"
"P129","CONC_Tissue_Engineering","addresses","1"
"P129","INST_Beijing_Institute_of_Nanoenergy_and_Nano","from","1"
"P136","MAT_Poly__nanofibers","studies","1"
"P136","MAT_PAM","studies","1"
"P136","MAT_L_PLLA","studies","1"
"P136","METH_Electrospinning","uses","1"
"P136","METH_2_mL_h","uses","1"
"P136","METH_13_cm_","uses","1"
"P136","METH_ultrasound_assisted_PDA_modification__40","uses","1"
"P136","METH_400W_","uses","1"
"P136","METH_contact_angle_measurement","uses","1"
"P136","METH_XPS","uses","1"
"P136","METH_FTIR","uses","1"
"P136","METH_AFM","uses","1"
"P136","METH_XRD","uses","1"
"P136","CONC_Hydrogen_Bonding","addresses","1"
"P136","CONC_Piezoelectricity","addresses","1"
"P136","CONC_Biodegradability","addresses","1"
"P136","CONC_Surface_Properties","addresses","1"
"P136","CONC_Adhesion","addresses","1"
"P136","INST_Soochow_University","from","1"
"P139","MAT_HFPD__CH_OH","studies","1"
"P139","MAT_4_hexafluoropentane_1","studies","1"
"P139","MAT_5_diol__ferroelectric_molecular_crystal","studies","1"
"P139","MAT_PVA","studies","1"
"P139","MAT___glycine","studies","1"
"P139","METH_Perspective_commentary_on_Zhang_et_al__S","uses","1"
"P139","METH_ferroelectrochemistry_analysis","uses","1"
"P139","CONC_Hydrogen_Bonding","addresses","1"
"P139","CONC_Piezoelectricity","addresses","1"
"P139","CONC_Ferroelectricity","addresses","1"
"P139","CONC_Biodegradability","addresses","1"
"P139","CONC_Polymer_Networks","addresses","1"
"P139","CONC_Drug_Delivery","addresses","1"
"P139","INST_Ningbo_Institute_of_Materials_Technology","from","1"
"P140","MAT_HFPD__CH_OH__ferroelectric_molecular_cry","studies","1"
"P140","METH_Solution_blending","uses","1"
"P140","METH_solvent_evaporation_recrystallization","uses","1"
"P140","METH_XRD","uses","1"
"P140","METH_SEM","uses","1"
"P140","METH_EDS_mapping","uses","1"
"P140","METH_stress_strain_testing","uses","1"
"P140","METH_Tensile_Testing","uses","1"
"P140","METH_dielectric_permittivity_loss_measurement","uses","1"
"P140","METH_piezoelectric_coefficient__measurement","uses","1"
"P140","METH_linear_motor_impact_testing","uses","1"
"P140","CONC_Piezoelectricity","addresses","1"
"P140","CONC_Biocompatibility","addresses","1"
"P140","CONC_Biodegradability","addresses","1"
"P140","CONC_Soft_Robotics","addresses","1"
"P140","CONC_Sensing","addresses","1"
"P140","INST_Advanced_Interdisciplinary_Sciences_Rese","from","1"
"P143","MAT_Poly__PHB","studies","1"
"P143","MAT_Mn_500_kDa","studies","1"
"P143","MAT_Graphene","studies","1"
"P143","MAT_PAN","studies","1"
"P143","MAT_2_3_wt__","studies","1"
"P143","MAT_PCL","studies","1"
"P143","MAT_non_piezoelectric_control_","studies","1"
"P143","METH_Electrospinning","uses","1"
"P143","METH_10_cm_distance","uses","1"
"P143","METH_0_5_mL_h","uses","1"
"P143","METH_200_rpm_collector_","uses","1"
"P143","METH_AFM","uses","1"
"P143","METH_PFM","uses","1"
"P143","METH_100_kHz","uses","1"
"P143","METH_1_3_V_AC_","uses","1"
"P143","METH_EIS","uses","1"
"P143","METH_FTIR","uses","1"
"P143","CONC_Piezoelectricity","addresses","1"
"P143","CONC_Biocompatibility","addresses","1"
"P143","CONC_Biodegradability","addresses","1"
"P143","CONC_Fillers","addresses","1"
"P143","CONC_Surface_Properties","addresses","1"
"P143","CONC_Adhesion","addresses","1"
"P143","INST_University_of_California_Riverside","from","1"
"P145","MAT_DL_alanine_racemic_amino_acid_single_cry","studies","1"
"P145","METH_DFT","uses","1"
"P145","METH_crystal_growth","uses","1"
"P145","METH_d___piezometer_measurement","uses","1"
"P145","METH_PFM","uses","1"
"P145","METH_transmission_XRD","uses","1"
"P145","METH_SEM","uses","1"
"P145","METH_manual_compression_voltage_testing","uses","1"
"P145","METH_LABVIEW_data_collection","uses","1"
"P145","CONC_Piezoelectricity","addresses","1"
"P145","CONC_Sensing","addresses","1"
"P145","INST_University_of_Limerick","from","1"
"P146","MAT_LiNbO___lithium_niobate","studies","1"
"P146","MAT_3_8_eV_bandgap","studies","1"
"P146","MAT_prototypical_ferroelectric_","studies","1"
"P146","MAT___LiIO_","studies","1"
"P146","METH_Mid_infrared__MIR","uses","1"
"P146","METH_5__m__nonresonant_Raman_excitation","uses","1"
"P146","METH_SEC_GPC","uses","1"
"P146","METH_SEC_GPC","uses","1"
"P146","METH_SHG","uses","1"
"P146","METH_First_Principles_Calculation","uses","1"
"P146","METH_transient_transmission_measurements","uses","1"
"P146","CONC_Ferroelectricity","addresses","1"
"P146","INST_Stanford_University","from","1"
"P147","MAT_Amino_acids__glycine","studies","1"
"P147","MAT_DL_alanine_","studies","1"
"P147","MAT_peptides","studies","1"
"P147","MAT_Collagen","studies","1"
"P147","MAT_Silk","studies","1"
"P147","MAT_Keratin","studies","1"
"P147","MAT_elastin","studies","1"
"P147","MAT_M13_phage_","studies","1"
"P147","MAT_polysaccharides__chitin","studies","1"
"P147","MAT_Chitosan","studies","1"
"P147","METH_Comprehensive_review","uses","1"
"P147","METH_DFT","uses","1"
"P147","METH_high_throughput_screening","uses","1"
"P147","METH_molecular_engineering__H_F_substitution","uses","1"
"P147","METH_SEM","uses","1"
"P147","METH_genetic_modification","uses","1"
"P147","METH_H_bond_heterostructure","uses","1"
"P147","METH_chemical_crosslinking_","uses","1"
"P147","METH_manufacturing__mechanical__exfoliation","uses","1"
"P147","METH_annealing","uses","1"
"P147","CONC_Piezoelectricity","addresses","1"
"P147","INST_Hong_Kong_Polytechnic_University__inferr","from","1"
"P148","MAT_PEG","studies","1"
"P148","METH_Liquid_liquid_interface_polar_engineerin","uses","1"
"P148","METH_DFT","uses","1"
"P148","METH_SEM","uses","1"
"P148","METH_FTIR","uses","1"
"P148","METH_XRD","uses","1"
"P148","METH_DSC","uses","1"
"P148","METH_Tensile_Testing","uses","1"
"P148","METH_d___piezoelectric_measurement","uses","1"
"P148","METH_60_day_stability_testing","uses","1"
"P148","CONC_Entanglement","addresses","1"
"P148","CONC_Crosslinking","addresses","1"
"P148","CONC_Piezoelectricity","addresses","1"
"P148","CONC_Biocompatibility","addresses","1"
"P148","CONC_Interfaces","addresses","1"
"P148","CONC_Surface_Properties","addresses","1"
"P148","INST_Lanzhou_University","from","1"
"P149","MAT___amino_sulfonamides","studies","1"
"P149","MAT_vinyl_sulfonamides","studies","1"
"P149","MAT_covalent_adaptable_networks","studies","1"
"P149","METH_Aza_Michael_reaction_kinetics","uses","1"
"P149","METH_NMR","uses","1"
"P149","METH_Rheology","uses","1"
"P149","METH_Mechanical_Testing","uses","1"
"P149","METH_5_recycling_cycles","uses","1"
"P149","CONC_Rheology","addresses","1"
"P149","CONC_Polymer_Networks","addresses","1"
"P149","CONC_Homopolymers","addresses","1"
"P149","INST_Ghent_University","from","1"
"P150","MAT_Lactide","studies","1"
"P150","MAT_rac___butyrolactone","studies","1"
"P150","MAT___caprolactone","studies","1"
"P150","MAT_yttrium_amine_bis_catalyst","studies","1"
"P150","METH_ITC","uses","1"
"P150","METH_selective_catalyst_design","uses","1"
"P150","METH_NMR","uses","1"
"P150","CONC_Copolymers","addresses","1"
"P150","CONC_Block_Copolymers","addresses","1"
"P150","INST_University_of_Bath__inferred_","from","1"
"P151","MAT_Dynamic_covalent_polymer_networks","studies","1"
"P151","MAT_Vitrimers","studies","1"
"P151","MAT_transesterification_networks","studies","1"
"P151","MAT_transcarbamoylation_networks","studies","1"
"P151","MAT_Diels_Alder_networks","studies","1"
"P151","MAT_disulfide_networks","studies","1"
"P151","MAT_imine_networks","studies","1"
"P151","MAT_boronic_ester_networks","studies","1"
"P151","METH_Comprehensive_review_of__30_types_of_dyn","uses","1"
"P151","METH_bond_exchange_kinetics","uses","1"
"P151","METH_topology_manipulation","uses","1"
"P151","CONC_Dynamic_Covalent_Chemistry","addresses","1"
"P151","CONC_Self_Healing","addresses","1"
"P151","CONC_Polymer_Networks","addresses","1"
"P151","INST_Zhejiang_University","from","1"
"P152","MAT_Stenhouse_salts","studies","1"
"P152","MAT_Polyurethane","studies","1"
"P152","MAT_photoacid_generators","studies","1"
"P152","METH_Step_growth_polycondensation","uses","1"
"P152","METH_photolithographic_patterning","uses","1"
"P152","METH_ITC","uses","1"
"P152","METH_Mechanical_Testing","uses","1"
"P152","INST_University_of_California_Santa_Barbara","from","1"
"P153","MAT_Polylipoates","studies","1"
"P153","MAT_trithiocarbonate_RAFT_agents","studies","1"
"P153","METH_RAFT","uses","1"
"P153","METH_GPC_molecular_weight_analysis","uses","1"
"P153","METH_kinetics_studies","uses","1"
"P153","METH_depolymerization_stability_testing","uses","1"
"P153","METH_light_triggered_depolymerization","uses","1"
"P153","CONC_Recyclability","addresses","1"
"P153","CONC_Biocompatibility","addresses","1"
"P153","CONC_Polymer_Brushes","addresses","1"
"P153","CONC_Copolymers","addresses","1"
"P153","CONC_Block_Copolymers","addresses","1"
"P153","INST_University_of_New_South_Wales","from","1"
"P154","MAT_Ionomers","studies","1"
"P154","MAT_Ionic_Liquids","studies","1"
"P154","MAT_poly","studies","1"
"P154","MAT_Ionomers","studies","1"
"P154","MAT_Polyimide","studies","1"
"P154","MAT_Ionomers","studies","1"
"P154","METH_Comprehensive_review_of_ionene_synthesis","uses","1"
"P154","METH_comparison_with_polyelectrolytes_and_pol","uses","1"
"P154","CONC_Membranes","addresses","1"
"P154","INST_University_of_Alabama","from","1"
"P155","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P155","MAT_Polyacrylates","studies","1"
"P155","MAT_Polyacrylates","studies","1"
"P155","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P155","METH_Soft_segment_modification_strategy","uses","1"
"P155","METH_MD_Simulation","uses","1"
"P155","METH_Mechanical_Testing","uses","1"
"P155","METH_notch_sensitivity_testing","uses","1"
"P155","METH_self_healing_testing__45_C","uses","1"
"P155","METH_3h_","uses","1"
"P155","CONC_Self_Healing","addresses","1"
"P155","CONC_Toughness","addresses","1"
"P155","CONC_Fracture_Mechanics","addresses","1"
"P155","CONC_Fatigue_Resistance","addresses","1"
"P155","CONC_Biocompatibility","addresses","1"
"P155","CONC_Segmental_Dynamics","addresses","1"
"P155","CONC_Copolymers","addresses","1"
"P155","CONC_Block_Copolymers","addresses","1"
"P155","INST_Seoul_National_University","from","1"
"P156","MAT_Dynamic_bonds__hydrogen_bonds","studies","1"
"P156","MAT_metal_ligand_coordination","studies","1"
"P156","MAT_ionic_interactions","studies","1"
"P156","MAT_host_guest","studies","1"
"P156","MAT_dynamic_covalent__Diels_Alder","studies","1"
"P156","MAT_disulfide","studies","1"
"P156","MAT_imine","studies","1"
"P156","MAT_boronic_ester","studies","1"
"P156","MAT_transesterification_","studies","1"
"P156","MAT_Hydrogels","studies","1"
"P156","METH_Comprehensive_review","uses","1"
"P156","METH_NMR","uses","1"
"P156","METH_ITC","uses","1"
"P156","METH_ITC","uses","1"
"P156","METH_stress_relaxation","uses","1"
"P156","METH_frequency_dependent_response","uses","1"
"P156","METH_AFM","uses","1"
"P156","METH_Raman_spectroscopy","uses","1"
"P156","METH_SAXS","uses","1"
"P156","METH_TEM","uses","1"
"P156","CONC_Recyclability","addresses","1"
"P156","CONC_Rheology","addresses","1"
"P156","CONC_Crosslinking","addresses","1"
"P156","CONC_Biocompatibility","addresses","1"
"P156","CONC_Relaxation_Dynamics","addresses","1"
"P156","CONC_Polymer_Networks","addresses","1"
"P156","CONC_Adhesion","addresses","1"
"P156","INST_Pohang_University_of_Science_and_Technol","from","1"
"P157","MAT_5_Furandicarboxylic_acid__FDCA","studies","1"
"P157","MAT_bio_based_","studies","1"
"P157","MAT_butanediol","studies","1"
"P157","MAT_aliphatic_linear_dibasic_acid","studies","1"
"P157","MAT_Polyesters","studies","1"
"P157","METH_One_pot_two_step_polycondensation","uses","1"
"P157","METH_TGA","uses","1"
"P157","METH_Mechanical_Testing","uses","1"
"P157","METH_photoluminescence_spectroscopy","uses","1"
"P157","CONC_Crystallization","addresses","1"
"P157","CONC_Biodegradability","addresses","1"
"P157","CONC_Bio_based_Materials","addresses","1"
"P159","MAT_PSS_____PDADMA__","studies","1"
"P159","MAT_KBr_salt","studies","1"
"P159","METH_Rheology","uses","1"
"P159","METH_time_polyelectrolyte_salt_superposition","uses","1"
"P159","METH_SAXS","uses","1"
"P159","CONC_Viscoelasticity","addresses","1"
"P159","INST_University_of_Chicago","from","1"
"P160","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P160","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P160","MAT_TPU__Thermoplastic_Polyurethane_","studies","1"
"P160","METH_Solvent_casting","uses","1"
"P160","METH_Mechanical_Testing","uses","1"
"P160","METH_self_healing_testing","uses","1"
"P160","METH_H_bond_characterization","uses","1"
"P160","CONC_Phase_Separation","addresses","1"
"P160","CONC_Hydrogen_Bonding","addresses","1"
"P160","INST_Pukyong_National_University","from","1"
"P161","MAT_Ionomers","studies","1"
"P161","MAT_Nafion_","studies","1"
"P161","MAT_Ionomers","studies","1"
"P161","METH_DMA","uses","1"
"P161","METH_shape_memory_cycle_testing__programming_","uses","1"
"P161","METH_cooling_to_T_mid_T_low","uses","1"
"P161","METH_recovery_heating_","uses","1"
"P161","METH_comparison_of_dual_","uses","1"
"P161","METH_triple_","uses","1"
"P161","METH_and_quadruple_shape_memory_protocols","uses","1"
"P161","CONC_Glass_Transition","addresses","1"
"P161","CONC_Shape_Memory_Effect","addresses","1"
"P161","CONC_Relaxation_Dynamics","addresses","1"
"P161","CONC_Polymer_Networks","addresses","1"
"P161","INST_General_Motors_R_D_Center__inferred_","from","1"
"P162","MAT_Keratin","studies","1"
"P162","MAT_Keratin","studies","1"
"P162","MAT_Keratin","studies","1"
"P162","METH_Alkaline_extraction_of_keratin_from_huma","uses","1"
"P162","METH_Electrospinning","uses","1"
"P162","METH_film_casting","uses","1"
"P162","METH_DMA","uses","1"
"P162","METH_FTIR","uses","1"
"P162","METH_SAXS","uses","1"
"P162","METH_3D_Printing","uses","1"
"P162","METH_Mechanical_Testing","uses","1"
"P162","CONC_Self_Assembly","addresses","1"
"P162","CONC_Shape_Memory_Effect","addresses","1"
"P162","CONC_Biocompatibility","addresses","1"
"P162","CONC_Biodegradability","addresses","1"
"P162","CONC_Sustainability","addresses","1"
"P162","CONC_Actuation","addresses","1"
"P162","INST_University_of_Trento","from","1"
"P163","MAT_Shape_Memory_Polymers","studies","1"
"P163","METH_DSC","uses","1"
"P163","METH_shape_memory_cycle_testing","uses","1"
"P163","METH_stress_recovery_testing","uses","1"
"P163","METH_energy_output_quantification","uses","1"
"P163","CONC_Fatigue_Resistance","addresses","1"
"P163","CONC_Polymer_Networks","addresses","1"
"P163","CONC_Actuation","addresses","1"
"P163","CONC_Energy_Harvesting","addresses","1"
"P164","MAT_Liquid_Crystal_Elastomers","studies","1"
"P164","MAT_Polyethylene","studies","1"
"P164","MAT_PCL","studies","1"
"P164","MAT_interpenetrating_polymer_networks","studies","1"
"P164","METH_Comprehensive_review_of_2W_SMP_mechanism","uses","1"
"P164","METH_structures","uses","1"
"P164","METH_and_applications","uses","1"
"P164","CONC_Crystallization","addresses","1"
"P164","CONC_Shape_Memory_Effect","addresses","1"
"P164","CONC_Self_Healing","addresses","1"
"P164","CONC_Fatigue_Resistance","addresses","1"
"P164","CONC_Polymer_Networks","addresses","1"
"P164","CONC_Surface_Properties","addresses","1"
"P164","CONC_Actuation","addresses","1"
"P164","CONC_Soft_Robotics","addresses","1"
"P165","MAT_Shape_Memory_Polymers","studies","1"
"P165","MAT_two_crystal_phase","studies","1"
"P165","MAT_Liquid_Crystal_Elastomers","studies","1"
"P165","MAT_semi_crystalline_networks","studies","1"
"P165","MAT_Dynamic_Covalent_Networks","studies","1"
"P165","MAT_bilayer_composites","studies","1"
"P165","MAT_4D_printed_heterostructures","studies","1"
"P165","METH_Comprehensive_review_of_2W_SMP_fabricati","uses","1"
"P165","METH_programming_mechanisms","uses","1"
"P165","METH_and_applications","uses","1"
"P165","CONC_Crosslinking","addresses","1"
"P165","CONC_Sustainability","addresses","1"
"P165","CONC_Polymer_Networks","addresses","1"
"P165","CONC_Actuation","addresses","1"
"P165","INST_Xi_an_Polytechnic_University","from","1"
"P166","MAT_PTU_4__thiourethane_polymer_from_4","studies","1"
"P166","MAT_4__thiobisbenzenethiol____hexamethylene_","studies","1"
"P166","MAT_dynamic_thiourethane_crosslinks","studies","1"
"P166","METH_Copolymerization","uses","1"
"P166","METH_refractive_index_measurement","uses","1"
"P166","METH_Mechanical_Testing","uses","1"
"P166","METH_ammonolysis_for_chemical_recycling","uses","1"
"P166","METH_self_healing_testing","uses","1"
"P166","CONC_Sustainability","addresses","1"
"P167","MAT_Fifteen_triboelectric_material_pairs__Cu","studies","1"
"P167","MAT_PET","studies","1"
"P167","MAT_Kapton","studies","1"
"P167","MAT_PDMS","studies","1"
"P167","MAT_PTFE","studies","1"
"P167","MAT_FEP","studies","1"
"P167","METH_Comprehensive_selection_series_testing","uses","1"
"P167","METH_contact_separation__and_single_electrode","uses","1"
"P167","METH_surface_charge_density_measurement_at_20","uses","1"
"P167","METH_moisture_resistance_rate__quantification","uses","1"
"P167","METH_contact_angle_measurement","uses","1"
"P167","METH_normalization_method_for_material_rankin","uses","1"
"P167","CONC_Triboelectricity","addresses","1"
"P167","CONC_Surface_Properties","addresses","1"
"P167","INST_Beijing_Institute_of_Nanoenergy_and_Nano","from","1"
"P168","MAT_Hydrogels","studies","1"
"P168","MAT_Hydrogels","studies","1"
"P168","MAT_LiCl_or_CaCl__","studies","1"
"P168","METH_Hydrogel_synthesis","uses","1"
"P168","METH_Mechanical_Testing","uses","1"
"P168","METH_fatigue_threshold_","uses","1"
"P168","METH_cyclic_loading__10","uses","1"
"P168","METH_000_cycles_","uses","1"
"P168","METH_polariscope_based_color_visualization","uses","1"
"P168","METH_strain_rate_dependence_testing","uses","1"
"P168","METH_tactile_sensor_demonstration","uses","1"
"P168","CONC_Toughness","addresses","1"
"P168","CONC_Fracture_Mechanics","addresses","1"
"P168","CONC_Fatigue_Resistance","addresses","1"
"P168","CONC_Entanglement","addresses","1"
"P168","INST_Michigan_State_University","from","1"
"P169","MAT_Hydrogels","studies","1"
"P169","MAT_aerogels","studies","1"
"P169","MAT_foams","studies","1"
"P169","MAT_fibrous_media","studies","1"
"P169","MAT_textile_yarn_structural_designs","studies","1"
"P169","METH_Comprehensive_review_of_porous_materials","uses","1"
"P169","CONC_Interfaces","addresses","1"
"P169","CONC_Surface_Properties","addresses","1"
"P169","CONC_Ionic_Electronic_Conductivity","addresses","1"
"P169","CONC_Sensing","addresses","1"
"P169","INST_University_of_Toronto","from","1"
"P170","MAT_PDMS","studies","1"
"P170","MAT_carbon_fiber","studies","1"
"P170","MAT_stainless_steel_fiber","studies","1"
"P170","METH_Roll_to_roll_continuous_coating_process","uses","1"
"P170","METH_fiber_TENG_weaving_into_fabric","uses","1"
"P170","METH_wearable_integration","uses","1"
"P170","CONC_Triboelectricity","addresses","1"
"P170","INST_V_Trion_GmbH_Textile_Research","from","1"
"P171","MAT_Fluttering_TENG__with_flexible_film_betw","studies","1"
"P171","MAT_charge_exciting_F_TENG","studies","1"
