id,type,label,category,year,journal
"METH_EDS","Method","EDS","method","",""
"METH_Li_symmetric_cell_cycling","Method","Li symmetric cell cycling","method","",""
"METH_full_cell_testing","Method","full cell testing","method","",""
"INST_National_Institute_for_Materials_Science","Institution","National Institute for Materials Science (NIMS)","institution","",""
"P093","Paper","Polyacrylonitrile-based gel polymer electrolytes for dye-sensitized solar cells: a review","ionic_material","2020","Ionics 2020, 26, 4215-4238"
"MAT_ACN","Material","ACN","material","",""
"MAT_MPN","Material","MPN","material","",""
"MAT_various_iodide_salts__LiI","Material","various iodide salts (LiI","material","",""
"MAT_NaI","Material","NaI","material","",""
"MAT_CsI","Material","CsI","material","",""
"MAT_TPAI_","Material","TPAI)","material","",""
"MAT_fillers__V_O_","Material","fillers (V₂O₅","material","",""
"MAT_SiO_","Material","SiO₂","material","",""
"MAT_TiO_","Material","TiO₂","material","",""
"METH_Solution_casting","Method","Solution casting","method","",""
"METH_J_V_characterization","Method","J-V characterization","method","",""
"METH_photocurrent_measurements","Method","photocurrent measurements","method","",""
"P094","Paper","Overview of Ionogels in Flexible Electronics","hydrogel","2020","Chem. Rec. 2020, 20, 948-967"
"MAT_BMIM_TFSI","Material","BMIM-TFSI","material","",""
"MAT_PEA","Material","PEA","material","",""
"METH_Review_of_ionogel_preparation_methods__i","Method","Review of ionogel preparation methods: in-situ rea","method","",""
"METH_double_network_formation","Method","double-network formation","method","",""
"METH_nanocomposites","Method","nanocomposites","method","",""
"METH_direct_polymerization_","Method","direct polymerization)","method","",""
"METH_solvent_exchange","Method","solvent exchange","method","",""
"METH_direct_polymerization_of_polymerizable_I","Method","direct polymerization of polymerizable ILs","method","",""
"INST_Northeast_Forestry_University","Institution","Northeast Forestry University","institution","",""
"P095","Paper","Mechanically Adaptative and Environmentally Stable Ionogels for Energy Harvest","self_healing","2023","Adv. Sci. 2023, 2300253"
"METH_thermovoltage_measurements","Method","thermovoltage measurements","method","",""
"METH_screen_printing","Method","screen printing","method","",""
"INST_Donghua_University","Institution","Donghua University","institution","",""
"P096","Paper","Quaternary Ammonium-Functionalized Polyethylene-Based Anion Exchange Membranes: Balancing Performanc","ionic_material","2023","ACS Energy Lett. 2023, 8, 2365-2372"
"MAT_Polyethylene","Material","Polyethylene","material","",""
"MAT_piperidinium","Material","piperidinium","material","",""
"MAT_morpholinium","Material","morpholinium","material","",""
"MAT_ether_aryl_substituted_ammoniums____cycl","Material","ether/aryl-substituted ammoniums) + cyclooctene monomers via","material","",""
"METH_melt_pressing","Method","melt-pressing","method","",""
"METH_fuel_cell_MEA_testing","Method","fuel cell MEA testing","method","",""
"P097","Paper","Optically Transparent Ionic Hydrogel Electrodes for Alternating Current Electroluminescence Devices","hydrogel","2023","Adv. Funct. Mater. 2023"
"METH_DN_hydrogel_fabrication","Method","DN hydrogel fabrication","method","",""
"METH_optical_transmittance_measurement","Method","optical transmittance measurement","method","",""
"METH_stretchability_testing","Method","stretchability testing","method","",""
"METH_ACEL_device_integration","Method","ACEL device integration","method","",""
"P098","Paper","Molecular-Weight Dependence of Chain Diffusion in Polymerized Ionic Liquid Melts","ionic_material","2023","Macromolecules 2023"
"MAT_TFSI_f_PIL_N","Material","TFSI-f-PIL_N","material","",""
"METH_FRAP","Method","FRAP","method","",""
"CONC_Chain_Dynamics","Concept","Chain Dynamics","concept","",""
"P099","Paper","Highly Processable Ionogels with Mechanical Robustness","block_copolymer","2023","Adv. Funct. Mater. 2023"
"METH_Physical_co_chemical_crosslinking","Method","Physical-co-chemical crosslinking","method","",""
"METH_inkjet_printing","Method","inkjet printing","method","",""
"METH_spray_coating","Method","spray coating","method","",""
"P100","Paper","Ultra-Stretchable Biodegradable PLCL Elastomers for Transient Electronics","conducting_polymer","2023","Nature Communications 2023"
"METH_Melt_processing","Method","Melt processing","method","",""
"METH_PEDOT_PSS_coating_composite_formation","Method","PEDOT:PSS coating/composite formation","method","",""
"METH_biodegradation_testing","Method","biodegradation testing","method","",""
"METH_in_vivo_implantation","Method","in vivo implantation","method","",""
"P101","Paper","Counterion Effects of Protic Ionic Liquids on the Conductivity and Stretchability of Free-Standing P","ionic_material","2025","Macromolecules 2025, DOI: 10.1021/acs.macromol.5c01646"
"MAT__p_IM__DCA_____aprotic_ILs___EMIM__BF__","Material","[p-IM][DCA]) + aprotic ILs ([EMIM][BF₄]","material","",""
"MAT__EMIM__TCB_","Material","[EMIM][TCB]","material","",""
"MAT__EMIM__DCA__","Material","[EMIM][DCA])","material","",""
"METH_HSAB_theory_guided_design","Method","HSAB theory-guided design","method","",""
"METH_ion_exchange_synthesis","Method","ion exchange synthesis","method","",""
"P102","Paper","Recent Advances in the Design of Ionenes: Toward Convergence with High-Performance Polymers","ionic_material","2019","Macromol. Chem. Phys. 2019, 220, 1900078"
"MAT_phosphonium","Material","phosphonium","material","",""
"MAT_imidazolium","Material","imidazolium","material","",""
"MAT_benzimidazolium_types","Material","benzimidazolium types","material","",""
"MAT_diamine___dihalide_monomers","Material","diamine + dihalide monomers","material","",""
"MAT_IL_monomers","Material","IL monomers","material","",""
"METH_Menshutkin_reaction","Method","Menshutkin reaction","method","",""
"METH_Debus_Radziszewski_reaction","Method","Debus-Radziszewski reaction","method","",""
"METH_anion_metathesis","Method","anion metathesis","method","",""
"INST_University_of_Alabama","Institution","University of Alabama","institution","",""
"P103","Paper","Contributions to the Piezoelectric Effect in Ferroelectric Single Crystals and Ceramics","piezoelectric","2005","J. Am. Ceram. Soc. 2005, 88[10], 2663-2676"
"MAT_PZT_O__","Material","PZT O₃)","material","",""
"MAT_BaTiO_","Material","BaTiO₃","material","",""
"MAT_PMN_PT","Material","PMN-PT","material","",""
"MAT_PZN_PT_relaxor_ferroelectric_single_crys","Material","PZN-PT relaxor ferroelectric single crystals","material","",""
"METH_Landau_Ginsburg_Devonshire__phenomenolog","Method","Landau-Ginsburg-Devonshire  phenomenological theor","method","",""
"METH_Gibbs_free_energy_analysis","Method","Gibbs free energy analysis","method","",""
"METH_orientation_dependent_piezoelectric_coef","Method","orientation-dependent piezoelectric coefficient ca","method","",""
"INST_EPFL___cole_polytechnique_f_d_rale_de_La","Institution","EPFL (École polytechnique fédérale de Lausanne)","institution","",""
"P104","Paper","Ionogels Reinforced by Ionophobic Coordination","self_healing","2025","Adv. Mater. 2025, 2506563"
"MAT_P_copolymer____EMIM__TFSI____LiTFSI___ph","Material","P copolymer + [EMIM][TFSI] + LiTFSI + photoinitiator","material","",""
"METH_One_pot_photoinitiated_copolymerization","Method","One-pot photoinitiated copolymerization","method","",""
"METH_2D_correlation_spectroscopy","Method","2D correlation spectroscopy","method","",""
"CONC_Microphase_Separation","Concept","Microphase Separation","concept","",""
"P105","Paper","压电效应—百岁铁电的守护者 (Piezoelectricity—An important property for ferroelectrics during last 100 years)","piezoelectric","2020","Acta Physica Sinica 2020, 69, 217703"
"MAT_KNN","Material","KNN","material","",""
"METH_Review_of_piezoelectric_development_hist","Method","Review of piezoelectric development history","method","",""
"METH_LGD_phenomenological_theory","Method","LGD phenomenological theory","method","",""
"METH_single_domain_crystal_measurements","Method","single-domain crystal measurements","method","",""
"METH_Neutron_Scattering","Method","Neutron Scattering","method","",""
"P106","Paper","Designing high piezoelectric properties at the BaTiO₃–PbZrO₃–PbTiO₃ phase boundary by Landau–Devonsh","piezoelectric","2024","J. Adv. Dielect. 2024, 14, 2340002"
"MAT_BaTiO__PbZrO__PbTiO___ternary_system","Material","BaTiO₃–PbZrO₃–PbTiO₃  ternary system","material","",""
"METH_Sixth_order_Landau_free_energy_polynomia","Method","Sixth-order Landau free energy polynomial","method","",""
"METH_thermodynamic_calculations","Method","thermodynamic calculations","method","",""
"METH_phase_diagram_computation","Method","phase diagram computation","method","",""
"METH_energy_barrier__analysis_along_minimum_e","Method","energy barrier  analysis along minimum energy path","method","",""
"INST_Beijing_Institute_of_Technology","Institution","Beijing Institute of Technology","institution","",""
"P107","Paper","Piezoelectric response and free-energy instability in the perovskite crystals BaTiO₃, PbTiO₃, and Pb","piezoelectric","2006","Phys. Rev. B 2006, 73, 174106"
"MAT_PbTiO_","Material","PbTiO₃","material","",""
"MAT_PZT","Material","PZT","material","",""
"METH_LGD_theory","Method","LGD theory","method","",""
"METH_orientation_dependent_d____calculations","Method","orientation-dependent d₃₃* calculations","method","",""
"INST_EPFL","Institution","EPFL","institution","",""
"P108","Paper","Ferroelectric materials toward next-generation electromechanical technologies","piezoelectric","2025","Science 2025, 389, adn4926"
"MAT_PZT_ceramics","Material","PZT ceramics","material","",""
"MAT_PMN_PT_PZN_PT_relaxor_crystals","Material","PMN-PT/PZN-PT relaxor crystals","material","",""
"MAT_lead_free_ceramics__KNN","Material","lead-free ceramics (KNN","material","",""
"MAT_BNT_","Material","BNT)","material","",""
"MAT_AlN_ScAlN_thin_films","Material","AlN/ScAlN thin films","material","",""
"MAT_LiNbO_","Material","LiNbO₃","material","",""
"METH_Comprehensive_review_of_piezoelectric_ma","Method","Comprehensive review of piezoelectric materials an","method","",""
"CONC_Ferroelectricity","Concept","Ferroelectricity","concept","",""
"P109","Paper","Nonresonant Raman Control of Ferroelectric Polarization","piezoelectric","2025","Adv. Mater. 2025, 37, e10524"
"MAT_LiNbO___lithium_niobate","Material","LiNbO₃ (lithium niobate","material","",""
"MAT_bandgap_3_8_eV_","Material","bandgap 3.8 eV)","material","",""
"METH_Mid_infrared__pulse_excitation","Method","Mid-infrared  pulse excitation","method","",""
"METH_SHG","Method","SHG","method","",""
"METH_First_Principles_Calculation","Method","First-Principles Calculation","method","",""
"INST_Stanford_University","Institution","Stanford University","institution","",""
"P110","Paper","Suppressing piezoelectric screening effect at atomic scale for enhanced piezoelectricity","piezoelectric","2023","Nano Energy 2023, 105, 108024"
"MAT_La__","Material","La³⁺","material","",""
"MAT_Ce__","Material","Ce³⁺","material","",""
"MAT_Pr__","Material","Pr³⁺","material","",""
"MAT_Sm__","Material","Sm³⁺","material","",""
"MAT_Eu__","Material","Eu³⁺","material","",""
"MAT_Gd___","Material","Gd³⁺)","material","",""
"METH_Hydrothermal_synthesis","Method","Hydrothermal synthesis","method","",""
"METH_PFM","Method","PFM","method","",""
"METH_Mott_Schottky_analysis","Method","Mott-Schottky analysis","method","",""
"METH_UV_vis","Method","UV-vis","method","",""
"INST_Southwest_Jiaotong_University","Institution","Southwest Jiaotong University","institution","",""
"P111","Paper","Piezoelectric charge induced hydrophilic poly(L-lactic acid) nanofiber for electro-topographical sti","piezoelectric","2022","Nano Energy 2022, 102, 107690"
"METH_ultrasound_assisted_PDA_modification","Method","ultrasound-assisted PDA modification","method","",""
"METH_RT_qPCR","Method","RT-qPCR","method","",""
"METH_Western_blot","Method","Western blot","method","",""
"INST_Soochow_University","Institution","Soochow University","institution","",""
"P112","Paper","Piezoelectric nanotransducers","piezoelectric","2019","Nano Energy 2019, 59, 730-744"
"MAT_ZnO_nanowires_nanowalls_nanohelices","Material","ZnO nanowires/nanowalls/nanohelices","material","",""
"MAT_GaN_nanowires","Material","GaN nanowires","material","",""
"MAT_MoS__monolayers","Material","MoS₂ monolayers","material","",""
"MAT_BaTiO__nanoparticles","Material","BaTiO₃ nanoparticles","material","",""
"MAT_Silk","Material","Silk","material","",""
"MAT_M13_bacteriophage","Material","M13 bacteriophage","material","",""
"METH_Comprehensive_review_of_nanoscale_piezoe","Method","Comprehensive review of nanoscale piezoelectric ad","method","",""
"INST_University_of_Rome_Tor_Vergata","Institution","University of Rome Tor Vergata","institution","",""
"P113","Paper","Piezoelectric polymers: theory, challenges and opportunities","piezoelectric","2022","International Materials Reviews 2022, 67:1, 65-88"
"MAT_odd_numbered_Nylons__Nylon_11","Material","odd-numbered Nylons (Nylon-11","material","",""
"MAT_Nylon_7_","Material","Nylon-7)","material","",""
"MAT_PDLA","Material","PDLA","material","",""
"MAT_Polyurea","Material","Polyurea","material","",""
"MAT_Nylon","Material","Nylon","material","",""
"MAT_polypeptides","Material","polypeptides","material","",""
"MAT_Polyesters","Material","Polyesters","material","",""
"MAT_Collagen","Material","Collagen","material","",""
"METH_Neumann_s_principle_symmetry_analysis","Method","Neumann's principle symmetry analysis","method","",""
"METH_Voigt_notation","Method","Voigt notation","method","",""
"METH_Curie_group_classification","Method","Curie group classification","method","",""
"METH_corona_thermal_poling","Method","corona/thermal poling","method","",""
"METH_drawing_stretching","Method","drawing/stretching","method","",""
"METH_piezoelectric_tensor_transformation","Method","piezoelectric tensor transformation","method","",""
"INST_University_of_Cambridge","Institution","University of Cambridge","institution","",""
"P114","Paper","Piezoelectric polymeric scaffold materials as biomechanical cellular stimuli to enhance tissue regen","piezoelectric","2022","Materials Today Communications 2022, 31, 103491"
"MAT_PHAs__PHB","Material","PHAs (PHB","material","",""
"MAT_PHBV_","Material","PHBV)","material","",""
"MAT_Keratin","Material","Keratin","material","",""
"METH_Corona_poling","Method","Corona poling","method","",""
"METH_freeze_drying","Method","freeze-drying","method","",""
"METH_cell_culture__MSCs","Method","cell culture (MSCs","method","",""
"METH_osteoblasts","Method","osteoblasts","method","",""
"METH_neurons","Method","neurons","method","",""
"METH_fibroblasts_","Method","fibroblasts)","method","",""
"METH_signaling_pathway_analysis","Method","signaling pathway analysis","method","",""
"INST_University_of_Mauritius","Institution","University of Mauritius","institution","",""
"P115","Paper","A review: Polyacrylonitrile as high-performance piezoelectric materials","tpu_elastomer","2023","Nano Energy 2023, 118, 108987"
"METH_wet_spinning___mechanical_stretching","Method","wet spinning + mechanical stretching","method","",""
"METH_thermal_poling","Method","thermal poling","method","",""
"METH_organogel_method","Method","organogel method","method","",""
"INST_Tiangong_University","Institution","Tiangong University","institution","",""
"P116","Paper","Enhancing tissue regeneration with self-healing elastic piezoelectricity for sustainable implants","self_healing","2024","Nano Energy 2024, 120, 109092"
"MAT_ZnO_nanowires","Material","ZnO nanowires","material","",""
"MAT_MGSBS","Material","MGSBS","material","",""
"MAT_bipyrazole_crystals","Material","bipyrazole crystals","material","",""
"MAT_Bi_Te__Sb_Te__thermoelectrics","Material","Bi₂Te₃/Sb₂Te₃ thermoelectrics","material","",""
"METH_Buckling_wavy_microstructure_design","Method","Buckling/wavy microstructure design","method","",""
"METH_coiled_fiber_fabrication","Method","coiled fiber fabrication","method","",""
"METH_hybrid_piezo_thermoelectric_generators","Method","hybrid piezo-thermoelectric generators","method","",""
"METH_self_healing_characterization","Method","self-healing characterization","method","",""
"METH_FEM","Method","FEM","method","",""
"INST_University_of_Dundee","Institution","University of Dundee","institution","",""
"P117","Paper","Fabrication and Characterization of Piezoelectric Polymer Composites and Cytocompatibility with Mese","piezoelectric","2023","ACS Appl. Mater. Interfaces 2023, 15, 3731-3743"
"MAT_2_3_wt__","Material","2-3 wt%)","material","",""
"METH_contact_angle_measurement","Method","contact angle measurement","method","",""
"METH_BMSC_culture","Method","BMSC culture","method","",""
"METH_fluorescence_microscopy","Method","fluorescence microscopy","method","",""
"METH_statistical_analysis","Method","statistical analysis","method","",""
"INST_University_of_California_Riverside","Institution","University of California Riverside","institution","",""
"P118","Paper","All-polymer piezo-ionic-electric electronics","tpu_elastomer","2024","Nature Communications 2024, 15, 10876"
"METH_Laminated_hot_pressing","Method","Laminated hot-pressing","method","",""
"METH_bend_self_polarization_testing","Method","bend-self-polarization testing","method","",""
"METH_direct_piezoelectric_charge_method","Method","direct piezoelectric charge method","method","",""
"P119","Paper","An ultrasound-responsive hydrogel with piezoelectric-enhanced electrokinetic effect accelerates neur","hydrogel","2025","Materials Today 2025"
"METH_Dual_crosslinking","Method","Dual crosslinking","method","",""
"METH_freeze_thaw_cycling","Method","freeze-thaw cycling","method","",""
"METH_ultrasound_irradiation__1_0_MHz","Method","ultrasound irradiation (1.0 MHz","method","",""
"METH_2_5_W_cm__","Method","2.5 W/cm²)","method","",""
"METH_RNA_Seq","Method","RNA-Seq","method","",""
"METH_in_vivo_diabetic_rat_model","Method","in vivo diabetic rat model","method","",""
"METH_tube_formation_assay","Method","tube formation assay","method","",""
"INST_Shanghai_Institute_of_Ceramics_CAS","Institution","Shanghai Institute of Ceramics CAS","institution","",""
"P121","Paper","Piezoionic mechanoreceptors: Force-induced current generation in hydrogels","hydrogel","2022","Science 2022, 376, 502-507"
"MAT_NaCl_aqueous_electrolytes","Material","NaCl aqueous electrolytes","material","",""
"METH_Indentation_experiment","Method","Indentation experiment","method","",""
"METH_Poisson_Nernst_Planck_poroelastic_model","Method","Poisson-Nernst-Planck poroelastic model","method","",""
"METH_16_element_sensor_array_fabrication","Method","16-element sensor array fabrication","method","",""
"CONC_Triboelectricity","Concept","Triboelectricity","concept","",""
"INST_University_of_British_Columbia","Institution","University of British Columbia","institution","",""
"P122","Paper","Piezoelectric Nanomaterial-Mediated Physical Signals Regulate Cell Differentiation for Regenerative ","piezoelectric","2024","Small Science 2024, 4, 2300255"
"MAT_BaTiO__nanocrystals","Material","BaTiO₃ nanocrystals","material","",""
"MAT___glycine","Material","β-glycine","material","",""
"MAT_hydroxyapatite","Material","hydroxyapatite","material","",""
"METH_hydrothermal_synthesis","Method","hydrothermal synthesis","method","",""
"METH_organometallic_method","Method","organometallic method","method","",""
"METH_sol_gel","Method","sol-gel","method","",""
"METH_molten_salt_method","Method","molten salt method","method","",""
"METH_ultrasound_activation","Method","ultrasound activation","method","",""
"METH_cell_culture_with_piezoelectric_scaffold","Method","cell culture with piezoelectric scaffolds","method","",""
"INST_Xinxiang_Medical_University","Institution","Xinxiang Medical University","institution","",""
"P123","Paper","Piezoelectric polymeric scaffold materials as biomechanical cellular stimuli to enhance tissue regen","piezoelectric","2022","Materials Today Communications 2022, 31, 103491"
"MAT_PHB_PHBV","Material","PHB/PHBV","material","",""
"MAT_odd_numbered_nylons","Material","odd-numbered nylons","material","",""
"METH_Literature_review","Method","Literature review","method","",""
"METH_piezoelectric_coefficient_comparison","Method","piezoelectric coefficient comparison","method","",""
"METH_bioelectricity_mechanism_analysis","Method","bioelectricity mechanism analysis","method","",""
"CONC_Tissue_Engineering","Concept","Tissue Engineering","concept","",""
"CONC_Wound_Healing","Concept","Wound Healing","concept","",""
"P126","Paper","Piezocatalytic Medicine: An Emerging Frontier using Piezoelectric Materials for Biomedical Applicati","piezoelectric","2023","Advanced Materials 2023, 35, 2208256"
"MAT_ZnO","Material","ZnO","material","",""
"MAT_MoS_","Material","MoS₂","material","",""
"MAT_BiFeO_","Material","BiFeO₃","material","",""
"MAT_boron_nitride_nanotubes","Material","boron nitride nanotubes","material","",""
"MAT_piezoelectric_polymers","Material","piezoelectric polymers","material","",""
"METH_Ultrasound_activation","Method","Ultrasound activation","method","",""
"METH_EPR","Method","EPR","method","",""
"METH_radical_quenching_experiments","Method","radical quenching experiments","method","",""
"METH_energy_band_theory_analysis","Method","energy band theory analysis","method","",""
"METH_screening_charge_effect_analysis","Method","screening charge effect analysis","method","",""
"P127","Paper","Biodegradable Piezoelectric-Conductive Integrated Hydrogel Scaffold for Repair of Osteochondral Defe","tpu_elastomer","2024","Advanced Materials 2024, 36, 2409400"
"MAT_Decellularized_cartilage_ECM____diphenyl","Material","Decellularized cartilage ECM  + diphenylalanine  peptide","material","",""
"MAT_fibrin_sealant","Material","fibrin sealant","material","",""
"METH_gradient_freezing_for_macroporous_struct","Method","gradient-freezing for macroporous structure","method","",""
"METH_cyclic_voltammetry","Method","cyclic voltammetry","method","",""
"METH_CCK_8_viability","Method","CCK-8 viability","method","",""
"METH_Alcian_blue_Safranin_O_staining","Method","Alcian blue/Safranin O staining","method","",""
"METH_ALP_Alizarin_Red_staining","Method","ALP/Alizarin Red staining","method","",""
"METH_qPCR","Method","qPCR","method","",""
"INST_Peking_University_Third_Hospital","Institution","Peking University Third Hospital","institution","",""
"P128","Paper","Piezoionic Elastomers by Phase and Interface Engineering for High-Performance Energy-Harvesting Iono","hydrogel","2024","Advanced Materials 2024, 36, 2313127"
"METH_Calorimetry","Method","Calorimetry","method","",""
"P129","Paper","Electroactive Biomaterials and Systems for Cell Fate Determination and Tissue Regeneration: Design a","piezoelectric","2021","Advanced Materials 2021, 33, 2007429"
"MAT_carbon_dots","Material","carbon dots","material","",""
"MAT_PPy","Material","PPy","material","",""
"MAT_Au_nanoparticles_nanorods_nanowires","Material","Au nanoparticles/nanorods/nanowires","material","",""
"MAT_Ag_Zn_Ti_B_Sr_Mg_Cu_Pt_MoS_","Material","Ag/Zn/Ti/B/Sr/Mg/Cu/Pt/MoS₂","material","",""
"METH_electrostimulation_parameter_optimizatio","Method","electrostimulation parameter optimization","method","",""
"METH_cell_culture_on_conductive_piezoelectric","Method","cell culture on conductive/piezoelectric scaffolds","method","",""
"METH_implantable_energy_harvesters","Method","implantable energy harvesters","method","",""
"METH_triboelectric_nanogenerators","Method","triboelectric nanogenerators","method","",""
"METH_piezoelectric_nanogenerators","Method","piezoelectric nanogenerators","method","",""
"INST_Beijing_Institute_of_Nanoenergy_and_Nano","Institution","Beijing Institute of Nanoenergy and Nanosystems CAS","institution","",""
"P136","Paper","Piezoelectric charge induced hydrophilic poly(L-lactic acid) nanofiber for electro-topographical sti","piezoelectric","2022","Nano Energy 2022, 102, 107690"
"MAT_Poly__nanofibers","Material","Poly  nanofibers","material","",""
"MAT_L_PLLA","Material","L-PLLA","material","",""
"METH_2_mL_h","Method","2 mL/h","method","",""
"METH_13_cm_","Method","13 cm)","method","",""
"METH_ultrasound_assisted_PDA_modification__40","Method","ultrasound-assisted PDA modification (40 kHz","method","",""
"METH_400W_","Method","400W)","method","",""
"P139","Paper","A more biofriendly piezoelectric material (Perspectives/Insights)","piezoelectric","2024","Science 2024, 383, 1416"
"MAT_HFPD__CH_OH","Material","HFPD ₃CH₂OH","material","",""
"MAT_4_hexafluoropentane_1","Material","4-hexafluoropentane-1","material","",""
"MAT_5_diol__ferroelectric_molecular_crystal","Material","5-diol) ferroelectric molecular crystal","material","",""
"METH_Perspective_commentary_on_Zhang_et_al__S","Method","Perspective/commentary on Zhang et al. Science 202","method","",""
"METH_ferroelectrochemistry_analysis","Method","ferroelectrochemistry analysis","method","",""
"INST_Ningbo_Institute_of_Materials_Technology","Institution","Ningbo Institute of Materials Technology and Engineering CAS","institution","",""
"P140","Paper","Biocompatible Piezoelectric Elastomer for Self-Powered Electronics","tpu_elastomer","2025","Nano Letters 2025, 25, 9646-9653"
"MAT_HFPD__CH_OH__ferroelectric_molecular_cry","Material","HFPD ₃CH₂OH) ferroelectric molecular crystal filler + WPU  e","material","",""
"METH_Solution_blending","Method","Solution blending","method","",""
"METH_solvent_evaporation_recrystallization","Method","solvent evaporation/recrystallization","method","",""
"METH_EDS_mapping","Method","EDS mapping","method","",""
"METH_stress_strain_testing","Method","stress-strain testing","method","",""
"METH_dielectric_permittivity_loss_measurement","Method","dielectric permittivity/loss measurement","method","",""
"METH_piezoelectric_coefficient__measurement","Method","piezoelectric coefficient  measurement","method","",""
"METH_linear_motor_impact_testing","Method","linear motor impact testing","method","",""
"INST_Advanced_Interdisciplinary_Sciences_Rese","Institution","Advanced Interdisciplinary Sciences Research (AIR) Center","institution","",""
"P143","Paper","Fabrication and Characterization of Piezoelectric Polymer Composites and Cytocompatibility with Mese","piezoelectric","2023","ACS Applied Materials & Interfaces 2023, 15, 3731-3743"
"MAT_Poly__PHB","Material","Poly (PHB","material","",""
"MAT_Mn_500_kDa","Material","Mn≈500 kDa","material","",""
"MAT_non_piezoelectric_control_","Material","non-piezoelectric control)","material","",""
"METH_10_cm_distance","Method","10 cm distance","method","",""
"METH_0_5_mL_h","Method","0.5 mL/h","method","",""
"METH_200_rpm_collector_","Method","200 rpm collector)","method","",""
"METH_100_kHz","Method","100 kHz","method","",""
"METH_1_3_V_AC_","Method","1-3 V AC)","method","",""
"P145","Paper","Racemic Amino Acid Piezoelectric Transducer","piezoelectric","2019","Physical Review Letters 2019, 122, 047701"
"MAT_DL_alanine_racemic_amino_acid_single_cry","Material","DL-alanine racemic amino acid single crystals and polycrysta","material","",""
"METH_crystal_growth","Method","crystal growth","method","",""
"METH_d___piezometer_measurement","Method","d₃₃ piezometer measurement","method","",""
"METH_transmission_XRD","Method","transmission XRD","method","",""
"METH_manual_compression_voltage_testing","Method","manual compression voltage testing","method","",""
"METH_LABVIEW_data_collection","Method","LABVIEW data collection","method","",""
"INST_University_of_Limerick","Institution","University of Limerick","institution","",""
"P146","Paper","Nonresonant Raman Control of Ferroelectric Polarization","piezoelectric","2025","Advanced Materials 2025, 37, e10524"
"MAT_3_8_eV_bandgap","Material","3.8 eV bandgap","material","",""
"MAT_prototypical_ferroelectric_","Material","prototypical ferroelectric)","material","",""
"MAT___LiIO_","Material","α-LiIO₃","material","",""
"METH_Mid_infrared__MIR","Method","Mid-infrared (MIR","method","",""
"METH_5__m__nonresonant_Raman_excitation","Method","5 μm) nonresonant Raman excitation","method","",""
"METH_transient_transmission_measurements","Method","transient transmission measurements","method","",""
"P147","Paper","Design and Manufacturing of Piezoelectric Biomaterials for Bioelectronics and Biomedical Application","hydrogel","2025","Chemical Reviews 2025, 125, 9875-9929"
"MAT_Amino_acids__glycine","Material","Amino acids (glycine","material","",""
"MAT_DL_alanine_","Material","DL-alanine)","material","",""
"MAT_peptides","Material","peptides","material","",""
"MAT_elastin","Material","elastin","material","",""
"MAT_M13_phage_","Material","M13 phage)","material","",""
"MAT_polysaccharides__chitin","Material","polysaccharides (chitin","material","",""
"METH_Comprehensive_review","Method","Comprehensive review","method","",""
"METH_high_throughput_screening","Method","high-throughput screening","method","",""
"METH_molecular_engineering__H_F_substitution","Method","molecular engineering (H/F substitution","method","",""
"METH_genetic_modification","Method","genetic modification","method","",""
"METH_H_bond_heterostructure","Method","H-bond heterostructure","method","",""
"METH_chemical_crosslinking_","Method","chemical crosslinking)","method","",""
"METH_manufacturing__mechanical__exfoliation","Method","manufacturing: mechanical (exfoliation","method","",""
"METH_annealing","Method","annealing","method","",""
"INST_Hong_Kong_Polytechnic_University__inferr","Institution","Hong Kong Polytechnic University (inferred)","institution","",""
"P148","Paper","Ultra-soft organic combined film with piezoelectricity induced by liquid-liquid interface polar engi","piezoelectric","2025","Nature Communications 2025, 16, 6410"
"METH_Liquid_liquid_interface_polar_engineerin","Method","Liquid-liquid interface polar engineering","method","",""
"METH_d___piezoelectric_measurement","Method","d₃₃ piezoelectric measurement","method","",""
"METH_60_day_stability_testing","Method","60-day stability testing","method","",""
"INST_Lanzhou_University","Institution","Lanzhou University","institution","",""
"P149","Paper","Dynamic β‑Amino Sulfonamides for the Synthesis of Covalent Adaptable Networks","polymerization","2025","ACS Macro Letters 2025, 14, 1721-1727"
"MAT___amino_sulfonamides","Material","β-amino sulfonamides","material","",""
"MAT_vinyl_sulfonamides","Material","vinyl sulfonamides","material","",""
"MAT_covalent_adaptable_networks","Material","covalent adaptable networks","material","",""
"METH_Aza_Michael_reaction_kinetics","Method","Aza-Michael reaction kinetics","method","",""
"METH_5_recycling_cycles","Method","5 recycling cycles","method","",""
"P150","Paper","Access to Microstructurally Complex Block Copolymers via Switchable Ring-Opening Polymerization of C","block_copolymer","2025","Macromolecules 2025"
"MAT_Lactide","Material","Lactide","material","",""
"MAT_rac___butyrolactone","Material","rac-β-butyrolactone","material","",""
"MAT___caprolactone","Material","ε-caprolactone","material","",""
"MAT_yttrium_amine_bis_catalyst","Material","yttrium amine bis catalyst","material","",""
"METH_ITC","Method","ITC","method","",""
"METH_selective_catalyst_design","Method","selective catalyst design","method","",""
"INST_University_of_Bath__inferred_","Institution","University of Bath (inferred)","institution","",""
"P151","Paper","Dynamic Covalent Polymer Networks: A Molecular Platform for Designing Functions beyond Chemical Recy","self_healing","2021","Chemical Reviews 2021, 121, 1716-1745"
"MAT_Dynamic_covalent_polymer_networks","Material","Dynamic covalent polymer networks","material","",""
"MAT_Vitrimers","Material","Vitrimers","material","",""
