paper_id,method_name,method_type,purpose,measured_information,strengths,limitations,key_result
P113,TEM,characterization,,,,,
P113,Dielectric,characterization,,,,,
P113,Tensile,characterization,,,,,
P113,SEM,characterization,,,,,
P114,Piezoelectric,characterization,,,,,
P114,DMA,characterization,,,,,
P114,SEM,characterization,,,,,
P114,TEM,characterization,,,,,
P114,Dielectric,characterization,,,,,
P114,Tensile,characterization,,,,,
P114,Rheology,characterization,,,,,
P115,Piezoelectric,characterization,,,,,
P115,DMA,characterization,,,,,
P115,DSC,characterization,,,,,
P115,TEM,characterization,,,,,
P115,Dielectric,characterization,,,,,
P115,Tensile,characterization,,,,,
P115,SEM,characterization,,,,,
P116,Piezoelectric,characterization,,,,,
P116,DMA,characterization,,,,,
P116,DSC,characterization,,,,,
P116,SEM,characterization,,,,,
P116,TEM,characterization,,,,,
P116,Dielectric,characterization,,,,,
P116,Tensile,characterization,,,,,
P116,WAXD,characterization,,,,,
P117,FTIR,characterization,,,,,
P117,Piezoelectric,characterization,,,,,
P117,TEM,characterization,,,,,
P117,Dielectric,characterization,,,,,
P117,Tensile,characterization,,,,,
P117,SEM,characterization,,,,,
P118,FTIR,characterization,,,,,
P118,Piezoelectric,characterization,,,,,
P118,SEM,characterization,,,,,
P118,TEM,characterization,,,,,
P118,Dielectric,characterization,,,,,
P118,Cyclic Voltammetry,characterization,,,,,
P118,Tensile,characterization,,,,,
P118,Rheology,characterization,,,,,
P119,FTIR,characterization,,,,,
P119,Piezoelectric,characterization,,,,,
P119,TEM,characterization,,,,,
P119,Dielectric,characterization,,,,,
P119,Cyclic Voltammetry,characterization,,,,,
P119,SEM,characterization,,,,,
P119,AFM,characterization,,,,,
P119,DFT,characterization,,,,,
P120,FTIR,characterization,,,,,
P120,Piezoelectric,characterization,,,,,
P120,DMA,characterization,,,,,
P120,DSC,characterization,,,,,
P120,TEM,characterization,,,,,
P120,Dielectric,characterization,,,,,
P120,Cyclic Voltammetry,characterization,,,,,
P120,Tensile,characterization,,,,,
P120,SEM,characterization,,,,,
P120,DFT,characterization,,,,,
P121,Piezoelectric,characterization,,,,,
P121,DMA,characterization,,,,,
P121,DSC,characterization,,,,,
P121,TEM,characterization,,,,,
P121,Dielectric,characterization,,,,,
P121,Tensile,characterization,,,,,
P121,SEM,characterization,,,,,
P122,Piezoelectric,characterization,,,,,
P122,DMA,characterization,,,,,
P122,SEM,characterization,,,,,
P122,TEM,characterization,,,,,
P122,Rheology,characterization,,,,,
P122,Cyclic Voltammetry,characterization,,,,,
P122,NMR,characterization,,,,,
P123,Piezoelectric,characterization,,,,,
P123,DMA,characterization,,,,,
P123,DSC,characterization,,,,,
P123,TEM,characterization,,,,,
P123,Dielectric,characterization,,,,,
P123,GPC,characterization,,,,,
P123,SEM,characterization,,,,,
P123,DFT,characterization,,,,,
P124,Piezoelectric,characterization,,,,,
P124,DMA,characterization,,,,,
P124,DSC,characterization,,,,,
P124,SEM,characterization,,,,,
P124,TEM,characterization,,,,,
P124,Dielectric,characterization,,,,,
P124,TGA,characterization,,,,,
P124,Cyclic Voltammetry,characterization,,,,,
P124,NMR,characterization,,,,,
P124,AFM,characterization,,,,,
P125,Piezoelectric,characterization,,,,,
P125,DMA,characterization,,,,,
P125,DSC,characterization,,,,,
P125,TEM,characterization,,,,,
P125,Dielectric,characterization,,,,,
P125,Cyclic Voltammetry,characterization,,,,,
P125,SEM,characterization,,,,,
P125,DFT,characterization,,,,,
P126,Piezoelectric,characterization,,,,,
P126,DMA,characterization,,,,,
P126,DSC,characterization,,,,,
P126,SEM,characterization,,,,,
P126,TEM,characterization,,,,,
P126,Cyclic Voltammetry,characterization,,,,,
P126,NMR,characterization,,,,,
P128,SAXS,characterization,,,,,
P128,FTIR,characterization,,,,,
P128,NMR,characterization,,,,,
P128,Piezoelectric,characterization,,,,,
P128,DMA,characterization,,,,,
P128,DSC,characterization,,,,,
P128,SEM,characterization,,,,,
P128,Rheology,characterization,,,,,
P128,TEM,characterization,,,,,
P128,Cyclic Voltammetry,characterization,,,,,
P128,Tensile,characterization,,,,,
P128,WAXD,characterization,,,,,
P128,AFM,characterization,,,,,
P129,Piezoelectric,characterization,,,,,
P129,DMA,characterization,,,,,
P129,DSC,characterization,,,,,
P129,MD Simulation,characterization,,,,,
P129,TEM,characterization,,,,,
P129,Dielectric,characterization,,,,,
P129,Cyclic Voltammetry,characterization,,,,,
P129,Tensile,characterization,,,,,
P129,SEM,characterization,,,,,
P130,Piezoelectric,characterization,,,,,
P130,DMA,characterization,,,,,
P130,DSC,characterization,,,,,
P130,TEM,characterization,,,,,
P130,Dielectric,characterization,,,,,
P130,Cyclic Voltammetry,characterization,,,,,
P130,SEM,characterization,,,,,
P130,DFT,characterization,,,,,
P131,Piezoelectric,characterization,,,,,
P131,DMA,characterization,,,,,
P131,DSC,characterization,,,,,
P131,SEM,characterization,,,,,
P131,TEM,characterization,,,,,
P131,Cyclic Voltammetry,characterization,,,,,
P131,NMR,characterization,,,,,
P132,SAXS,characterization,,,,,
P132,FTIR,characterization,,,,,
P132,NMR,characterization,,,,,
P132,Piezoelectric,characterization,,,,,
P132,DMA,characterization,,,,,
P132,DSC,characterization,,,,,
P132,SEM,characterization,,,,,
P132,Rheology,characterization,,,,,
P132,TEM,characterization,,,,,
P132,Cyclic Voltammetry,characterization,,,,,
P132,Tensile,characterization,,,,,
P132,WAXD,characterization,,,,,
P132,AFM,characterization,,,,,
P133,DSC,characterization,,,,,
P133,Piezoelectric,characterization,,,,,
P133,TEM,characterization,,,,,
P133,Dielectric,characterization,,,,,
P134,Piezoelectric,characterization,,,,,
P134,DMA,characterization,,,,,
P134,DSC,characterization,,,,,
P134,TEM,characterization,,,,,
P134,Dielectric,characterization,,,,,
P134,GPC,characterization,,,,,
P134,SEM,characterization,,,,,
P134,DFT,characterization,,,,,
P135,Piezoelectric,characterization,,,,,
P135,DMA,characterization,,,,,
P135,DSC,characterization,,,,,
P135,MD Simulation,characterization,,,,,
P135,TEM,characterization,,,,,
P135,Dielectric,characterization,,,,,
P135,Cyclic Voltammetry,characterization,,,,,
P135,Tensile,characterization,,,,,
P135,SEM,characterization,,,,,
P136,FTIR,characterization,,,,,
P136,Piezoelectric,characterization,,,,,
P136,DMA,characterization,,,,,
P136,SEM,characterization,,,,,
P136,TEM,characterization,,,,,
P136,Tensile,characterization,,,,,
P136,NMR,characterization,,,,,
P136,AFM,characterization,,,,,
P136,XPS,characterization,,,,,
P137,DSC,characterization,,,,,
P137,Piezoelectric,characterization,,,,,
P137,TEM,characterization,,,,,
P137,Dielectric,characterization,,,,,
P139,SEM,characterization,,,,,
P139,Piezoelectric,characterization,,,,,
P140,Piezoelectric,characterization,,,,,
P140,DMA,characterization,,,,,
P140,SEM,characterization,,,,,
P140,TEM,characterization,,,,,
P140,Dielectric,characterization,,,,,
P140,Cyclic Voltammetry,characterization,,,,,
P140,Tensile,characterization,,,,,
P140,Rheology,characterization,,,,,
P141,Piezoelectric,characterization,,,,,
P141,DMA,characterization,,,,,
P141,DSC,characterization,,,,,
P141,SEM,characterization,,,,,
P141,TEM,characterization,,,,,
P141,Dielectric,characterization,,,,,
P141,TGA,characterization,,,,,
P141,Cyclic Voltammetry,characterization,,,,,
P141,NMR,characterization,,,,,
P141,AFM,characterization,,,,,
P142,Piezoelectric,characterization,,,,,
P142,DMA,characterization,,,,,
P142,SEM,characterization,,,,,
P142,TEM,characterization,,,,,
P142,Rheology,characterization,,,,,
P142,Cyclic Voltammetry,characterization,,,,,
P142,NMR,characterization,,,,,
P143,SEM,characterization,,,,,
P143,Piezoelectric,characterization,,,,,
P144,FTIR,characterization,,,,,
P144,Piezoelectric,characterization,,,,,
P144,TEM,characterization,,,,,
P144,Dielectric,characterization,,,,,
P144,Cyclic Voltammetry,characterization,,,,,
P144,SEM,characterization,,,,,
P144,AFM,characterization,,,,,
P144,DFT,characterization,,,,,
P145,Piezoelectric,characterization,,,,,
P145,DMA,characterization,,,,,
P145,TEM,characterization,,,,,
P145,Dielectric,characterization,,,,,
P145,Cyclic Voltammetry,characterization,,,,,
P145,SEM,characterization,,,,,
P145,DFT,characterization,,,,,
P146,Piezoelectric,characterization,,,,,
P146,DMA,characterization,,,,,
P146,DSC,characterization,,,,,
P146,MD Simulation,characterization,,,,,
P146,TEM,characterization,,,,,
P146,Dielectric,characterization,,,,,
P146,Cyclic Voltammetry,characterization,,,,,
P146,SEM,characterization,,,,,
P146,DFT,characterization,,,,,
P147,FTIR,characterization,,,,,
P147,Piezoelectric,characterization,,,,,
P147,DMA,characterization,,,,,
P147,DSC,characterization,,,,,
P147,SEM,characterization,,,,,
P147,TEM,characterization,,,,,
P147,Dielectric,characterization,,,,,
P147,Cyclic Voltammetry,characterization,,,,,
P147,Tensile,characterization,,,,,
P147,Rheology,characterization,,,,,
P147,AFM,characterization,,,,,
P147,DFT,characterization,,,,,
P148,DMA,characterization,,,,,
P148,DSC,characterization,,,,,
P148,TEM,characterization,,,,,
P148,Dielectric,characterization,,,,,
P148,SEM,characterization,,,,,
P148,DFT,characterization,,,,,
P149,FTIR,characterization,,,,,
P149,DMA,characterization,,,,,
P149,Neutron Scattering,characterization,,,,,
P149,DSC,characterization,,,,,
P149,SEM,characterization,,,,,
P149,Rheology,characterization,,,,,
P149,TEM,characterization,,,,,
P149,TGA,characterization,,,,,
P149,NMR,characterization,,,,,
P150,DMA,characterization,,,,,
P150,DSC,characterization,,,,,
P150,SEM,characterization,,,,,
P150,TEM,characterization,,,,,
P150,Tensile,characterization,,,,,
P150,Rheology,characterization,,,,,
P151,DMA,characterization,,,,,
P151,DSC,characterization,,,,,
P151,SEM,characterization,,,,,
P151,TEM,characterization,,,,,
P151,Cyclic Voltammetry,characterization,,,,,
P151,GPC,characterization,,,,,
P151,NMR,characterization,,,,,
P151,DFT,characterization,,,,,
P152,DMA,characterization,,,,,
P152,TEM,characterization,,,,,
P152,GPC,characterization,,,,,
P152,Tensile,characterization,,,,,
P152,NMR,characterization,,,,,
P153,Fluorescence,characterization,,,,,
P153,DSC,characterization,,,,,
P153,SEM,characterization,,,,,
P153,TEM,characterization,,,,,
P153,TGA,characterization,,,,,
P153,GPC,characterization,,,,,
P153,NMR,characterization,,,,,
P154,SAXS,characterization,,,,,
P154,DMA,characterization,,,,,
P154,DSC,characterization,,,,,
P154,SEM,characterization,,,,,
P154,Rheology,characterization,,,,,
P154,TEM,characterization,,,,,
P154,Cyclic Voltammetry,characterization,,,,,
P154,Tensile,characterization,,,,,
P154,NMR,characterization,,,,,
P154,AFM,characterization,,,,,
P154,DFT,characterization,,,,,
P155,NMR,characterization,,,,,
P155,SEM,characterization,,,,,
P155,TEM,characterization,,,,,
P155,DMA,characterization,,,,,
P156,SAXS,characterization,,,,,
P156,FTIR,characterization,,,,,
P156,DMA,characterization,,,,,
P156,SEM,characterization,,,,,
P156,MD Simulation,characterization,,,,,
P156,Rheology,characterization,,,,,
P156,TEM,characterization,,,,,
P156,Dielectric,characterization,,,,,
P156,Tensile,characterization,,,,,
P156,NMR,characterization,,,,,
P156,AFM,characterization,,,,,
P157,FTIR,characterization,,,,,
P157,NMR,characterization,,,,,
P157,Fluorescence,characterization,,,,,
P157,DSC,characterization,,,,,
P157,SEM,characterization,,,,,
P157,TEM,characterization,,,,,
P157,TGA,characterization,,,,,
P157,Tensile,characterization,,,,,
P157,WAXD,characterization,,,,,
P158,SAXS,characterization,,,,,
P158,DMA,characterization,,,,,
P158,DSC,characterization,,,,,
P158,SEM,characterization,,,,,
P158,TEM,characterization,,,,,
P158,TGA,characterization,,,,,
P158,GPC,characterization,,,,,
P158,Cyclic Voltammetry,characterization,,,,,
P158,Rheology,characterization,,,,,
P159,SAXS,characterization,,,,,
P159,FTIR,characterization,,,,,
P159,NMR,characterization,,,,,
P159,DMA,characterization,,,,,
P159,DSC,characterization,,,,,
P159,SEM,characterization,,,,,
P159,MD Simulation,characterization,,,,,
P159,Rheology,characterization,,,,,
P159,TEM,characterization,,,,,
P159,Cyclic Voltammetry,characterization,,,,,
P159,GPC,characterization,,,,,
P159,Tensile,characterization,,,,,
P159,WAXD,characterization,,,,,
P161,DMA,characterization,,,,,
P161,DSC,characterization,,,,,
P161,SEM,characterization,,,,,
P161,TEM,characterization,,,,,
P161,Tensile,characterization,,,,,
P161,Rheology,characterization,,,,,
P162,DMA,characterization,,,,,
P162,TEM,characterization,,,,,
P162,TGA,characterization,,,,,
P162,Tensile,characterization,,,,,
P162,SEM,characterization,,,,,
P163,DMA,characterization,,,,,
P163,DSC,characterization,,,,,
P163,TEM,characterization,,,,,
P163,Tensile,characterization,,,,,
P163,SEM,characterization,,,,,
P164,SAXS,characterization,,,,,
P164,SEM,characterization,,,,,
P164,Rheology,characterization,,,,,
P164,TEM,characterization,,,,,
P164,Tensile,characterization,,,,,
P164,WAXD,characterization,,,,,
P165,Piezoelectric,characterization,,,,,
P165,Fluorescence,characterization,,,,,
P165,DMA,characterization,,,,,
P165,SEM,characterization,,,,,
P165,TEM,characterization,,,,,
P165,Tensile,characterization,,,,,
P165,WAXD,characterization,,,,,
P166,SAXS,characterization,,,,,
P166,FTIR,characterization,,,,,
P166,NMR,characterization,,,,,
P166,DMA,characterization,,,,,
P166,DSC,characterization,,,,,
P166,SEM,characterization,,,,,
P166,TEM,characterization,,,,,
P166,TGA,characterization,,,,,
P166,Tensile,characterization,,,,,
P166,WAXD,characterization,,,,,
P167,DMA,characterization,,,,,
P167,DSC,characterization,,,,,
P167,SEM,characterization,,,,,
P167,TEM,characterization,,,,,
P167,UV-Vis,characterization,,,,,
P167,Cyclic Voltammetry,characterization,,,,,
P167,Tensile,characterization,,,,,
P167,Rheology,characterization,,,,,
P168,SEM,characterization,,,,,
P168,TEM,characterization,,,,,
P168,DLS,characterization,,,,,
P168,DMA,characterization,,,,,
P169,Piezoelectric,characterization,,,,,
P169,DMA,characterization,,,,,
P169,TEM,characterization,,,,,
P169,Dielectric,characterization,,,,,
P169,SEM,characterization,,,,,
P170,Piezoelectric,characterization,,,,,
P170,DMA,characterization,,,,,
P170,TEM,characterization,,,,,
P170,Dielectric,characterization,,,,,
P170,Cyclic Voltammetry,characterization,,,,,
P170,SEM,characterization,,,,,
P171,FTIR,characterization,,,,,
P171,TEM,characterization,,,,,
P171,Dielectric,characterization,,,,,
P171,SEM,characterization,,,,,
P171,XPS,characterization,,,,,
P172,Piezoelectric,characterization,,,,,
P172,TEM,characterization,,,,,
P173,SEM,characterization,,,,,
P173,Piezoelectric,characterization,,,,,
P173,TEM,characterization,,,,,
P173,DMA,characterization,,,,,
P174,FTIR,characterization,,,,,
P174,TEM,characterization,,,,,
P174,Dielectric,characterization,,,,,
P174,Cyclic Voltammetry,characterization,,,,,
P174,SEM,characterization,,,,,
P174,AFM,characterization,,,,,
P175,Piezoelectric,characterization,,,,,
P175,DSC,characterization,,,,,
P175,TEM,characterization,,,,,
P175,Dielectric,characterization,,,,,
P175,Cyclic Voltammetry,characterization,,,,,
P176,Piezoelectric,characterization,,,,,
P176,DLS,characterization,,,,,
P176,MD Simulation,characterization,,,,,
P176,TEM,characterization,,,,,
P176,Dielectric,characterization,,,,,
P176,SEM,characterization,,,,,
P176,AFM,characterization,,,,,
P177,AFM,characterization,,,,,
P177,Piezoelectric,characterization,,,,,
P177,TEM,characterization,,,,,
P177,DFT,characterization,,,,,
P178,TEM,characterization,,,,,
P178,Dielectric,characterization,,,,,
P179,Piezoelectric,characterization,,,,,
P179,DSC,characterization,,,,,
P179,TEM,characterization,,,,,
P179,Dielectric,characterization,,,,,
P179,SEM,characterization,,,,,
P180,DMA,characterization,,,,,
P180,SEM,characterization,,,,,
P180,TEM,characterization,,,,,
P180,Tensile,characterization,,,,,
P180,NMR,characterization,,,,,
P180,DFT,characterization,,,,,
P181,DLS,characterization,,,,,
P181,DSC,characterization,,,,,
P181,MD Simulation,characterization,,,,,
P181,TEM,characterization,,,,,
P181,SEM,characterization,,,,,
P181,DFT,characterization,,,,,
P182,DMA,characterization,,,,,
P182,DLS,characterization,,,,,
P182,DSC,characterization,,,,,
P182,MD Simulation,characterization,,,,,
P182,TEM,characterization,,,,,
P182,Dielectric,characterization,,,,,
P182,Cyclic Voltammetry,characterization,,,,,
P182,SEM,characterization,,,,,
P183,DMA,characterization,,,,,
P183,DSC,characterization,,,,,
P183,MD Simulation,characterization,,,,,
P183,TEM,characterization,,,,,
P183,TGA,characterization,,,,,
P183,SEM,characterization,,,,,
P183,DFT,characterization,,,,,
P184,SEM,characterization,,,,,
P184,Cyclic Voltammetry,characterization,,,,,
P184,TEM,characterization,,,,,
P184,DFT,characterization,,,,,
P185,DLS,characterization,,,,,
P185,DSC,characterization,,,,,
P185,SEM,characterization,,,,,
P185,MD Simulation,characterization,,,,,
P185,Rheology,characterization,,,,,
P185,TEM,characterization,,,,,
P185,Cyclic Voltammetry,characterization,,,,,
P185,GPC,characterization,,,,,
P185,Tensile,characterization,,,,,
P185,NMR,characterization,,,,,
P185,DFT,characterization,,,,,
P186,MD Simulation,characterization,,,,,
P186,TEM,characterization,,,,,
P186,Dielectric,characterization,,,,,
P186,Cyclic Voltammetry,characterization,,,,,
P186,SEM,characterization,,,,,
P187,DMA,characterization,,,,,
P187,SEM,characterization,,,,,
P187,MD Simulation,characterization,,,,,
P187,TEM,characterization,,,,,
P187,GPC,characterization,,,,,
P187,Tensile,characterization,,,,,
P187,Rheology,characterization,,,,,
P188,DMA,characterization,,,,,
P188,DSC,characterization,,,,,
P188,SEM,characterization,,,,,
P188,MD Simulation,characterization,,,,,
P188,TEM,characterization,,,,,
P188,TGA,characterization,,,,,
P188,Cyclic Voltammetry,characterization,,,,,
P188,Tensile,characterization,,,,,
P188,Rheology,characterization,,,,,
P189,Piezoelectric,characterization,,,,,
P189,DMA,characterization,,,,,
P189,MD Simulation,characterization,,,,,
P189,TEM,characterization,,,,,
P189,GPC,characterization,,,,,
P189,SEM,characterization,,,,,
P190,DMA,characterization,,,,,
P190,DSC,characterization,,,,,
P190,MD Simulation,characterization,,,,,
P190,TEM,characterization,,,,,
P190,Dielectric,characterization,,,,,
P190,Cyclic Voltammetry,characterization,,,,,
P190,SEM,characterization,,,,,
P190,DFT,characterization,,,,,
P191,SEM,characterization,,,,,
P191,SAXS,characterization,,,,,
P191,DSC,characterization,,,,,
P191,TEM,characterization,,,,,
P192,Piezoelectric,characterization,,,,,
P192,DMA,characterization,,,,,
P192,DSC,characterization,,,,,
P192,TEM,characterization,,,,,
P192,Dielectric,characterization,,,,,
P192,Cyclic Voltammetry,characterization,,,,,
P192,Tensile,characterization,,,,,
P192,SEM,characterization,,,,,
P193,SAXS,characterization,,,,,
P193,FTIR,characterization,,,,,
P193,DMA,characterization,,,,,
P193,DLS,characterization,,,,,
P193,SEM,characterization,,,,,
P193,Rheology,characterization,,,,,
P193,TEM,characterization,,,,,
P193,Dielectric,characterization,,,,,
P193,TGA,characterization,,,,,
P193,GPC,characterization,,,,,
P193,Cyclic Voltammetry,characterization,,,,,
P193,NMR,characterization,,,,,
P193,AFM,characterization,,,,,
P194,SEM,characterization,,,,,
P194,TEM,characterization,,,,,
P194,Cyclic Voltammetry,characterization,,,,,
P194,Tensile,characterization,,,,,
P194,WAXD,characterization,,,,,
P195,FTIR,characterization,,,,,
P195,Piezoelectric,characterization,,,,,
P195,TEM,characterization,,,,,
P195,Dielectric,characterization,,,,,
P195,Tensile,characterization,,,,,
P195,SEM,characterization,,,,,
P196,Piezoelectric,characterization,,,,,
P196,DMA,characterization,,,,,
P196,DSC,characterization,,,,,
P196,SEM,characterization,,,,,
P196,TEM,characterization,,,,,
P196,Cyclic Voltammetry,characterization,,,,,
P196,Tensile,characterization,,,,,
P196,Rheology,characterization,,,,,
P197,Piezoelectric,characterization,,,,,
P197,DMA,characterization,,,,,
P197,DSC,characterization,,,,,
P197,SEM,characterization,,,,,
P197,TEM,characterization,,,,,
P197,Dielectric,characterization,,,,,
P197,Tensile,characterization,,,,,
P197,WAXD,characterization,,,,,
P198,DSC,characterization,,,,,
P198,MD Simulation,characterization,,,,,
P198,TEM,characterization,,,,,
P198,Tensile,characterization,,,,,
P198,SEM,characterization,,,,,
P199,Rheology,characterization,,,,,
P199,SEM,characterization,,,,,
P199,MD Simulation,characterization,,,,,
P199,TEM,characterization,,,,,
P200,Rheology,characterization,,,,,
P200,SEM,characterization,,,,,
P200,TEM,characterization,,,,,
P201,DSC,characterization,,,,,
P201,MD Simulation,characterization,,,,,
P201,TEM,characterization,,,,,
P201,Cyclic Voltammetry,characterization,,,,,
P201,SEM,characterization,,,,,
P202,DMA,characterization,,,,,
P202,SEM,characterization,,,,,
P202,MD Simulation,characterization,,,,,
P202,TEM,characterization,,,,,
P202,Rheology,characterization,,,,,
P202,NMR,characterization,,,,,
P203,SEM,characterization,,,,,
P203,TEM,characterization,,,,,
P203,Dielectric,characterization,,,,,
P203,TGA,characterization,,,,,
P203,Cyclic Voltammetry,characterization,,,,,
P203,NMR,characterization,,,,,
P204,DMA,characterization,,,,,
P204,Neutron Scattering,characterization,,,,,
P204,DSC,characterization,,,,,
P204,TEM,characterization,,,,,
P204,SEM,characterization,,,,,
P204,AFM,characterization,,,,,
P205,TEM,characterization,,,,,
P206,SEM,characterization,,,,,
P206,MD Simulation,characterization,,,,,
P206,TEM,characterization,,,,,
P206,Tensile,characterization,,,,,
P206,Rheology,characterization,,,,,
P207,FTIR,characterization,,,,,
P207,Piezoelectric,characterization,,,,,
P207,DMA,characterization,,,,,
P207,DSC,characterization,,,,,
P207,TEM,characterization,,,,,
P207,Dielectric,characterization,,,,,
P207,Cyclic Voltammetry,characterization,,,,,
P207,Tensile,characterization,,,,,
P207,SEM,characterization,,,,,
P207,DFT,characterization,,,,,
P208,DMA,characterization,,,,,
P208,DSC,characterization,,,,,
P208,SEM,characterization,,,,,
P208,Rheology,characterization,,,,,
P208,TEM,characterization,,,,,
P208,Cyclic Voltammetry,characterization,,,,,
P208,Tensile,characterization,,,,,
P208,WAXD,characterization,,,,,
P208,AFM,characterization,,,,,
P209,FTIR,characterization,,,,,
P209,DMA,characterization,,,,,
P209,DSC,characterization,,,,,
P209,SEM,characterization,,,,,
P209,Rheology,characterization,,,,,
P209,TEM,characterization,,,,,
P209,TGA,characterization,,,,,
P209,GPC,characterization,,,,,
P209,Tensile,characterization,,,,,
P209,NMR,characterization,,,,,
P210,SEM,characterization,,,,,
P210,SAXS,characterization,,,,,
P210,Neutron Scattering,characterization,,,,,
P210,TEM,characterization,,,,,
P211,DMA,characterization,,,,,
P211,DSC,characterization,,,,,
P211,Rheology,characterization,,,,,
P211,TEM,characterization,,,,,
P211,Tensile,characterization,,,,,
P211,WAXD,characterization,,,,,
P212,Rheology,characterization,,,,,
P212,DFT,characterization,,,,,
P212,TEM,characterization,,,,,
P212,Tensile,characterization,,,,,
P213,Rheology,characterization,,,,,
P213,MD Simulation,characterization,,,,,
P213,TEM,characterization,,,,,
P213,Dielectric,characterization,,,,,
P214,Rheology,characterization,,,,,
P214,TEM,characterization,,,,,
P214,DMA,characterization,,,,,
P215,Rheology,characterization,,,,,
P215,Neutron Scattering,characterization,,,,,
P215,Tensile,characterization,,,,,
P216,SEM,characterization,,,,,
P216,DSC,characterization,,,,,
P216,MD Simulation,characterization,,,,,
P216,TEM,characterization,,,,,
P217,Tensile,characterization,,,,,
P218,Rheology,characterization,,,,,
P219,DSC,characterization,,,,,
P219,SEM,characterization,,,,,
P219,MD Simulation,characterization,,,,,
P219,TEM,characterization,,,,,
P219,Rheology,characterization,,,,,
P220,FTIR,characterization,,,,,
P220,DMA,characterization,,,,,
P220,Neutron Scattering,characterization,,,,,
P220,DSC,characterization,,,,,
P220,SEM,characterization,,,,,
P220,Rheology,characterization,,,,,
P220,TEM,characterization,,,,,
P220,Dielectric,characterization,,,,,
P220,Cyclic Voltammetry,characterization,,,,,
P220,GPC,characterization,,,,,
P220,Tensile,characterization,,,,,
P220,NMR,characterization,,,,,
P220,XPS,characterization,,,,,
P221,DMA,characterization,,,,,
P221,DSC,characterization,,,,,
P221,MD Simulation,characterization,,,,,
P221,TEM,characterization,,,,,
P221,Rheology,characterization,,,,,
P222,Rheology,characterization,,,,,
P222,SEM,characterization,,,,,
P223,Rheology,characterization,,,,,
P223,TEM,characterization,,,,,
P223,DMA,characterization,,,,,
P224,DMA,characterization,,,,,
P224,DSC,characterization,,,,,
P224,SEM,characterization,,,,,
P224,Rheology,characterization,,,,,
P224,TEM,characterization,,,,,
P224,Tensile,characterization,,,,,
P224,NMR,characterization,,,,,
P224,AFM,characterization,,,,,
P225,DMA,characterization,,,,,
P225,DSC,characterization,,,,,
P225,TEM,characterization,,,,,
P225,TGA,characterization,,,,,
P225,Tensile,characterization,,,,,
P225,SEM,characterization,,,,,
P225,AFM,characterization,,,,,
P226,DMA,characterization,,,,,
P226,DSC,characterization,,,,,
P226,SEM,characterization,,,,,
P226,Rheology,characterization,,,,,
P226,TEM,characterization,,,,,
P226,TGA,characterization,,,,,
P226,Tensile,characterization,,,,,
P226,NMR,characterization,,,,,
P226,AFM,characterization,,,,,
P227,FTIR,characterization,,,,,
P227,DLS,characterization,,,,,
P227,DSC,characterization,,,,,
P227,TEM,characterization,,,,,
P227,SEM,characterization,,,,,
P227,AFM,characterization,,,,,
P227,XPS,characterization,,,,,
P228,DMA,characterization,,,,,
P228,DSC,characterization,,,,,
P228,SEM,characterization,,,,,
P228,TEM,characterization,,,,,
P228,TGA,characterization,,,,,
P228,Rheology,characterization,,,,,
P229,DSC,characterization,,,,,
P229,MD Simulation,characterization,,,,,
P229,TEM,characterization,,,,,
P229,Cyclic Voltammetry,characterization,,,,,
P229,SEM,characterization,,,,,
P230,NMR,characterization,,,,,
P230,Neutron Scattering,characterization,,,,,
P230,DSC,characterization,,,,,
P230,SEM,characterization,,,,,
P230,MD Simulation,characterization,,,,,
P230,TEM,characterization,,,,,
P230,WAXD,characterization,,,,,
P231,DMA,characterization,,,,,
P231,TEM,characterization,,,,,
P231,Dielectric,characterization,,,,,
P231,Cyclic Voltammetry,characterization,,,,,
P231,SEM,characterization,,,,,
P231,AFM,characterization,,,,,
P232,FTIR,characterization,,,,,
P232,DMA,characterization,,,,,
P232,SEM,characterization,,,,,
P232,DFT,characterization,,,,,
P232,TEM,characterization,,,,,
P232,TGA,characterization,,,,,
P232,Tensile,characterization,,,,,
P232,NMR,characterization,,,,,
P232,XPS,characterization,,,,,
P233,DLS,characterization,,,,,
P233,SEM,characterization,,,,,
P233,TEM,characterization,,,,,
P233,Rheology,characterization,,,,,
P233,Tensile,characterization,,,,,
P233,NMR,characterization,,,,,
P234,DMA,characterization,,,,,
P234,DSC,characterization,,,,,
P234,SEM,characterization,,,,,
P234,TEM,characterization,,,,,
P234,Dielectric,characterization,,,,,
P234,Rheology,characterization,,,,,
P235,SAXS,characterization,,,,,
P235,FTIR,characterization,,,,,
P235,NMR,characterization,,,,,
P235,Fluorescence,characterization,,,,,
P235,DMA,characterization,,,,,
P235,DSC,characterization,,,,,
P235,SEM,characterization,,,,,
P235,MD Simulation,characterization,,,,,
P235,Rheology,characterization,,,,,
P235,TEM,characterization,,,,,
P235,TGA,characterization,,,,,
P235,GPC,characterization,,,,,
P235,Tensile,characterization,,,,,
P235,WAXD,characterization,,,,,
P235,AFM,characterization,,,,,
P235,DFT,characterization,,,,,
P236,FTIR,characterization,,,,,
P236,DMA,characterization,,,,,
P236,DSC,characterization,,,,,
P236,SEM,characterization,,,,,
P236,MD Simulation,characterization,,,,,
P236,TEM,characterization,,,,,
P236,Rheology,characterization,,,,,
P236,AFM,characterization,,,,,
P236,XPS,characterization,,,,,
P237,DMA,characterization,,,,,
P237,DSC,characterization,,,,,
P237,SEM,characterization,,,,,
