paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,general,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition, and Ionic Conductivity of Polyether Electrolytes",line 3,1,glass transition,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,general,"(BDS), rheology, and differential scanning calorimetry (DSC), we investigatetheionsolvationstructures,thepolymerdynamics,glass",line 12,1,dsc,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,general,"in glass transition and viscoelastic properties. In particular, BDS and rheology show clear slowing down of the structural relaxation time, τ , along with a large elevation in glass transition",line 22,1,glass transition,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,general,"and rheology show clear slowing down of the structural relaxation time, τ , along with a large elevation in glass transition α",line 23,1,glass transition,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,finding,"temperature,T,withsaltconcentration.DSCresults,meanwhile,demonstrateastrongbroadeningoftheT steporsignsofphase g g",line 25,1,dsc,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,excerpt,general,"structure in the local chain packing, which in turn, influences the polymer dynamics, glass transition, and ionic conductivity. 1. INTRODUCTION along with the PEO segment, and the Li+ hopping from one",line 35,1,glass transition,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,performance_data,measurement,Dielectric constant: 4,text extraction,,performance,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Molecular structures of the repeat units of (a) poly- 2. MATERIALS AND METHODS
(butylene oxide) (PBO), (b) poly(propylene oxide) (PPO), (c)
poly(epichlorohydrin) (PECH), and (d) lithium bis- 2.1. Materials
(trifluoromethanesulfonyl)imide (LiTFSI).
Poly(butylene oxide) (PBO), poly(propylene oxide) (P",Figure 1,,Figure 1,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Fouriertransforminfraredspectroscopy(FT-IR)spectraoftheneatpolymersandthepolymerelectrolytesat1000−1300cm−1,where
the C−O−C stretching is observed. (a) Neat PECH and PECH/LiTFSI electrolytes, (b) neat PPO and PPO/LiTFSI, and (c) neat PBO and
PBO/LiTFSI.The measurements wereconducted atroomtemperatur",Figure 3,,Figure 3,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Bjerrumlength,l (solidlines),Keesomlength,r (dashedlines),andaverageionspacing,r (symbols)overε ×TofPECH/LiTFSI
B K ion e
electrolyte at[O]:[Li] =15:1.
[Li] = 5:1. The presence of two Ts suggests macrophase dipole moment of the ion pair.56,57 The Bjerrum length and
g
separation. Interestingly, the [",Figure 5,,Figure 5,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Dielectric spectrum, (a) ε′(ω), ε″(ω), and (b)der ( ), of
LiTFSI,PPO/LiTFSI,andPBO/LiTFSIsamplesareprovided neat PECH and PECH/LiTFSI at 15:1 at 303 K. The segmental
relaxation process ω , the Maxwell−Wagner−Sillars (MWS) process
in Figure S2. The PECH, PPO, and PBO are all type-A α
ω ,theelectrodep",Figure 7,,Figure 7,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Temperature dependence of (a) M, (b) τ , and (c) dielectric constant of the neat polymer ε (filled symbols) and the polymer
ion s
1
electrolytesε (opensymbols).Theinsetof(a)showsthetemperaturedependenceofΔε ,andtheinsetof(b)showsthe max over M2 ofthe
e EP
EP
polymerelectrolytes.
polymer,ε >ε,whereε ",Figure 9,,Figure 9,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"TemperaturedependenceofsegmentalrelaxationtimefromBDS(τ )for(a)PECH,(b)PPO,and(c)PBOsystems.Thesolidlines
α
areVFTfit results.
Table 2. Vogel−Fulcher−Tammann Fit Parameters
PECH/LiTFSI PPO/LiTFSI PBO/LiTFSI
[O]:[Li] τ (s) B(K) T (K) m τ (s) B(K) T (K) m τ (s) B(K) T (K) m
0 0 0 0 0 0
Neat 1.7×10−13 ",Figure 11,,Figure 11,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Temperature dependenceof the free-ion fraction
nf
(%), structural relaxation, we turn to linear rheology, which can be
ntot
evaluated from the electrode polarization analysis, where n is the compared with BDS. Figure 14 presents the storage modulus,
tot
free-ion concentration limit at complete disso",Figure 13,,Figure 13,medium,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"Comparisonbetweendielectricmeasurementsε″(ω),ε ’(ω)andlinearviscoelasticspectraG’(ω),G″(ω)for(a,b)neatPECHand
der
(c, d)PECH/LiTFSIat[O]:[Li] =5:1, both atT= T = 273K.
ref
shrinkage in the rubbery plateau. Interestingly, the salt affects 3.4.1. Structural Relaxation. Figure 15a,c presents
little the",Figure 15,,Figure 15,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,figure_caption,measurement,"The ln(a T R/a T BDS )vs1000/T for(a) PECH/LiTFSI,(b)PPO/LiTFSI, and(c) PBO/LiTFSI.",Figure 17,,Figure 17,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,abstract,general,"Block copolymers (BCPs) containing polymerized ionic liquids (PILs) have
garnered considerable interest in ion-conducting applications due to their tunable
physicochemical properties and intrinsic ion transport capabilities. Previous studies primarily
focusedonBCPswithlowPILcontent(<25mol%),andhigherPILcontentsarelessexplored.
In this study, the thermal properties, self-assembly, and ion transport of poly(N-
isopropylacrylamide)-b-poly(ionic liquid) (PNIPAM-b-PIL) BCPs were investigated across a",abstract section,1,abstract,high,high_relevance_pu,TRUE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,conclusion,finding,"of the n/
observedcomparedtoalessorderedpolypeptideBCPwith50 6
mol % PIL.62 This further highlights the promise of high-PIL- m values and PIL compositions (mol %) of PNIPAMn-
b-PILBrms determined by 1H NMR; representative 1H
content BCPs with tailored morphologies for optimizing ion
NMR spectra of PNIPAMn-b-PILBrm and PNIPAMn-
transport and advancing the design of high-performance
b-PILminDMSO-d forn=23andm=42;SEC-RIand
polymer electrolytes. 6
RALS traces of PILBr and 1H NMR spectrum of PIL",conclusion section,end,conclusion,high,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,probed. Weak microphase separation of PIL BCPs was confirmed by a PIL composition- dependent glass transition temperature in differential scanning calorimetry (DSC) and the,line 15,1,microphase,medium,high_relevance_pu,TRUE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,dependent glass transition temperature in differential scanning calorimetry (DSC) and the absenceoflong-rangeperiodicstructuresinsmall-angleX-rayscattering.AtfixedPNIPAMblock,line 16,1,dsc,medium,standard,TRUE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,"absenceoflong-rangeperiodicstructuresinsmall-angleX-rayscattering.AtfixedPNIPAMblock length, the ionic conductivity increases with PIL content, with BCPs containing more than 50",line 17,1,small-angle,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,"mechanical properties and conductivity, more complex of microphase separation and the domain size, both of which architectures such as block6,27−29 and network polymers30−32 impactiontransport.49,50Thus,abroaderrangeofionicblock",line 40,1,microphase,medium,high_relevance_pu,TRUE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,"advantages due to their ability to microphase-separate into probe a larger space of PIL BCP materials. well-defined nanoscale domains. If these domains provide a In this study, poly(N-isopropylacrylamide) (PNIPAM) was",line 43,2,microphase,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,excerpt,general,"microphase separation was confirmed in all PIL BCPs, as tion chain transfer (RAFT) polymerization of NIPAM. PNIPAM-b- evidenced by the PIL composition-dependent glass transition PILBrs were synthesized by RAFT polymerization of the IL-Br",line 117,3,microphase,medium,high_relevance_pu,TRUE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Chemical structures indicated that conductivity can be normalized by T for N =
g
15−254, and thus this homopolymer provides a reasonable
comparison for PIL blocks.24 All polymers were vacuum-dried
at400Kforatleast2daystoremoveresidualsolventandthen
stored in a glovebox for subsequent characterizatio",Figure 1,,Figure 1,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,figure_caption,measurement,"(a) Second heat cycle DSC curves of PNIPAM -b-PIL s
from different blocks (Figure S4a) and n values determined 92 m
withvaryingPILcompositionsfrom0to59.8mol%underaN flow
from end group analysis are in good agreement with the total with a heating and cooling rate of 10 °C min−1. (b) Compos 2 ition-
m",Figure 2,,Figure 2,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,figure_caption,measurement,"(a) SAXS profiles of PNIPAM -b-PIL s as a function of
92 m
PIL mol %, compared to that of two homopolymers. (b) solid-like behavior over the investigated temperature range. In
Composition-dependent q* values. (c) Normalized WAXS profiles contrast, the low-PIL-content BCPs are liquid-like above 110
o",Figure 3,,Figure 3,medium,standard,FALSE
P276,Ion Transport in Polymerized Ionic Liquid Block Copolymers:,P276_unidentified.pdf,2025,medium,good,figure_caption,measurement,"(a) Effect of PIL composition on temperature-dependent The remaining PNIPAM -b-PIL s exhibited similar T -
n m g
ionic conductivity of PNIPAM 92 -b-PIL m s, compared with homo-PIL normalized ionic conductivity when the PIL content was
(100mol%).solidcurvesareVFTfits. (b)Temperature-dependent greater",Figure 4,,Figure 4,medium,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,abstract,general,"Solid polymer electrolytes (SPEs) hold great promise for the
advancement of next-generation energy storage devices. However, the ion
transport mechanism in SPEs remains poorly understood. In this study, we
investigate blends of poly(1-(3-sulfonatopropyl)-2-vinylpyridinium) (P2VPPS)
and poly(lithium (trifluoromethane)sulfonimide methacrylate) (P(MTFSI)Li) of
varyingmolarratiostodevelop amechanisticunderstandingofionicconductivity
in a miscible polyzwitterion/polyanion system. Polyanions can act a",abstract section,1,abstract,high,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,conclusion,finding,"of CGMD results. (a) Partial structure factor of
observed at low q value in the X-ray scattering pattern is backbone−backbone correlationsfor the polyanionsin theblends at
typically associated with ionic aggregation (20−60 Å), which different mixing ratios, pure polyanions (PA), and pure polyzwitte-
disappears upon the addition of PEO.11,50,51 The suppression rions(PZ).Snapshotsofalocalclusterinablendatamixingratioof
PZ:PA=0.3thatshows(b)onlythebackbonebeadsand(c)onlythe
ofionaggregatesisattribu",conclusion section,end,conclusion,high,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,method,"glass transition temperature using the Gordon−Taylor equation. Notably, an ordered local nanostructure (∼24 Å) emerged in the P2VPPS/P(MTFSI)Li system at certain compositions, as characterized by",line 23,1,glass transition,medium,standard,TRUE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,finding,"small-angle X-ray and neutron scattering (SAXS/SANS). Concurrent with the emergence of this structure, broadband dielectric spectroscopy confirmed improvements in ionic conductivity. The highest conductivity is observed at a specific blend ratio",line 25,1,saxs,medium,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,general,"andpolyanionchains,correlatingwiththeemergenceofanewpeakinSAXSandSANSfortheblends.Thisworkprovidesafresh perspective on the role of local structural design in developing SPEs and offers insights into the morphological effects on ionic",line 29,1,saxs,medium,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,general,"reduction of the glass transition temperature led to an copolymer electrolytes, and composites containing nano-",line 48,2,glass transition,medium,standard,TRUE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,general,(1) lowering the glass transition of the blends should lead to ©XXXXTheAuthors.Publishedby,line 62,2,glass transition,medium,standard,TRUE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,excerpt,general,"hydrogen bonding can weaken the electrostatic interactions vinylpyridinium] (P2VPPS), (b) poly(methacrylate trifluoromethane",line 111,3,hydrogen bond,medium,high_relevance_pu,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,performance_data,measurement,Dielectric constant: 3,text extraction,,performance,medium,standard,TRUE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,figure_caption,measurement,"Chemicalstructuresof(a)poly[1-(3-sulphonatopropyl)-2-
hydrogen bonding can weaken the electrostatic interactions
vinylpyridinium] (P2VPPS), (b) poly(methacrylate trifluoromethane
between Li+ and anions while influencing the segmental sulfonimide lithium) [P(MTFSI)Li], and (c) poly(methacrylate
arran",Figure 1,,Figure 1,medium,high_relevance_pu,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,figure_caption,measurement,"Glass transition temperature (T) of neat P2VPPS, neat
g P2VPPS, neat P(MTFSI-d )Li, and their blends. It should be
P(MTFSI)Li, and their blends was determined from DSC. The 5
dashed line corresponds to the Fox equation, and the solid line noted that the P(MTFSI-d 5 )Li used for SANS was deuterated
c",Figure 2,,Figure 2,medium,standard,TRUE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,figure_caption,measurement,"Summary of CGMD results. (a) Partial structure factor of
observed at low q value in the X-ray scattering pattern is backbone−backbone correlationsfor the polyanionsin theblends at
typically associated with ionic aggregation (20−60 Å), which different mixing ratios, pure polyanions (PA), and pure pol",Figure 4,,Figure 4,medium,standard,FALSE
P278,Emergent Nanostructure and Ion Transport in Polyzwitterion/,P278_unidentified.pdf,2025,low,good,figure_caption,measurement,"These data were used to examine the
blendsofvariousmolarratios(0.1:1,0.2:1,0.3:1,and1:1)ina
ceramicholder.TheBDSresponsefortheneatpolyzwitterion
P2VPPS could not be obtained because of the film’s high T
g
anditstendencytocrack.SeeFigureS9fortherealpartofthe
conductivity spectra obtained from the ble",Figure 6,,Figure 6,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,conclusion,interpretation,"can
segments for orientation occurrence is given as L = 4.19M / be drawn: (i) flow promotes segmental ordering not only in
0
bl ρN ,whereρisdensity,N isAvogadro’snumber,andl and sequencelengthbutalsoincontent;(ii)thecombinationofhigh
M 0 a A re the length and m A olecular weight of mono 0 mer, flow intensity and high temperature has a similar effect to the
res 0 pectively. With this correlation, the critical helical length combination of low flow intensity and low temperature; (iii)
for parallel",conclusion section,end,conclusion,medium,standard,TRUE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,general,ABSTRACT: Flow-induced crystallization (FIC) is a typical nonequilibrium phase transition and a core industry subject for the largest group of commercially useful,line 31,1,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,general,"ultimate properties ofpolymericmaterials. Concerning thecrystallization process,flow canacceleratethekineticsbyordersofmagnitudeandinducetheformationoforiented",line 35,1,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,general,1.Introduction 1841 3.4.InfluencesofPrecursoronCrystallization 1850 2.ConformationalOrderingInducedbyFlow 1842,line 53,2,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,general,3.4.2. CrystallizationKinetics 1850 2.1.1. Coil−HelixTransition 1842,line 57,2,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,general,"5.2. HierarchicalStructureofShish-Kebab 1856 has become a unique aspect in the crystallization field. 5.3. Coil−StretchTransitioninPolymerSolution 1857 Obviously, a fundamental understanding of FIC is of great",line 108,3,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,excerpt,finding,"tion 1858 crystallizationhavebeenrevealed:accelerationofcrystallization 5.6. AdvancesinUnderstandingofShish-Kebab 1859 kinetics and formation of oriented crystallites, which are",line 112,3,crystalliz,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,performance_data,measurement,Crystallinity: 1,text extraction,,performance,medium,standard,TRUE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Sketchofcoil−helixtransitionatstrainedend-to-enddistanceR.Thechainissimplifiedintoadiblockpolymercomposedofcoilandhelical
domains.
2. CONFORMATIONALORDERINGINDUCEDBY conformationalorderingincludingcoil−helixtransition(section
FLOW 2.1.1) and gauche−trans transition (section 2.1.2) will be
discussed.",Figure 1,,Figure 1,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"IRspectraofiPPbeforeandaftershearat140°Cand(b)timeevolutionofnormalizedrelativeintensitiesofdifferentconformationalbands.
Reprintedwithpermissionfromref50.Copyright2007AmericanChemicalSociety.
ofchain,γisafactortocharacterizetheshorteningofeffective absorptionbandsinFouriertransforminfraredspectra(F",Figure 3,,Figure 3,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Genericphasediagramforapolymermelt.T ,T,andT are etal.109andannealingstudyofiPPfromahighlyextendedmelt
m c s
the melting, liquid−liquid binodal and spinodal temperatures, conductedbySchultzetal.110alsoshowedspinodal-typephase
respectively. Dotted line represents quench path. Reprinted with
separatio",Figure 5,,Figure 5,medium,standard,TRUE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Morphological evolution of PS sample as a function of thentheshearedsamplewaskeptatthesheartemperaturefor10
isothermal time at shear temperature after cessation of flow. The min, which was finally cooled to 138 °C for isothermal
isothermaltimeswere(a)100,(b)300,and(c)500s(pullingrateis5
crystallizat",Figure 7,,Figure 7,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Thus,itseemsthattheexistence amorphous,mesophase,orcrystalline.IntheworkofBalzanoet
ofinductiontimedemonstratestheformationofnoncrystalline al.,127kineticanalysisofearly-stagecrystallizationindicatesthat
FIP, which further develop into stable nuclei during the unidirectionalpropagationofagrowthfront",Figure 9,,Figure 9,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"(a)Intensitiesof998cm−1bandvstimeaftershearat(a) Janeschitz-Krieglandco-workers130−132proposedthepresence
164°C;(b)172,177,and200°C;and(c)168°C(shearrate13.5s−1, of dormant nuclei even in quiescent melt, which are local
shearstrain3375%).Reprintedwithpermissionfromref51.Copyright alignments or organ",Figure 10,,Figure 10,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"(a)1DSAXSmeridionalintegrationsI(q)immediatelyafter precursors,whichtransformintoshishinthesamewayasinthe
cessationofextension(t=0s).(b)Orientationparameteroflamellar model of Janeschitz-Kriegl and co-workers130−132 and Seki et
crystalsofPEOblendsevolvingwithtimeunderdifferentstrainsat52
al.95 When ",Figure 12,,Figure 12,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Schematicofcorrelationbetweenprecursorsandcylindritesatalocalwallshearstress.(a)One-dimensionalSAXSplotsofstructuralmelt
afterannealingfor10minat180°C(a-1;iPPwasheateddirectlyfromroomtemperatureto180°C)andsupercooledmeltat180°C(a-2;iPPwasfirst
heatedto210°C,keptatthistemperaturefor15mintoensuretherm",Figure 14,,Figure 14,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"(a−f) Optical images of sheared blends of high and low
molarmassh-PBD(2wt%1700kDaina15kDamatrix).Whitedashed
circles mark a boundary between oriented and nonoriented lamellar
structures insamples. The plotsuperimposed on image d shows the
degree of orientation of lamellar structure along the flow di",Figure 15,,Figure 15,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"Electronmicrographofshish-kebabinstirredPEsolution.
Reprintedwithpermissionfromref177.Copyright1965Dr.Dietrich shish-kebab, and the macro-kebab grows on the surface of
SteinkopffVerlag. macro-shish. As shown in Figure 19a, Barham and Keller189
schematicallyshowedthedifferencebetweenmacro-andmicro-
s",Figure 18,,Figure 18,medium,standard,FALSE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"(a)Schematicofflowdeviceconsistingoftwoopposedjets.(b)BirefringentbrightlineunderelongationalflowinaPEdilutesolution
abovecrystallizationtemperature.Adaptedwithpermissionfromref207.Copyright1993Dr.DietrichSteinkopffVerlag.
microscopy(SEMorTEM),providingreal-spaceinformation, extended chains, where n",Figure 20,,Figure 20,medium,standard,TRUE
P284,Multiscale and Multistep Ordering of Flow-Induced Nucleation of,P284_unidentified.pdf,2018,medium,partial,figure_caption,measurement,"StrainrateforCSTandstretchednetworkrateversusconcentrationplotinelongationalflow.Twocasesareshown:(a)CSTexistsupto
puremelt(C=1);(b)noCSTathighconcentrationsorpuremelt.Adaptedwithpermissionfromref207.Copyright1993Dr.DietrichSteinkopff
Verlag.
1858 DOI:10.1021/acs.chemrev.7b00500
Chem.Rev.2018,118,18",Figure 22,,Figure 22,medium,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,abstract,measurement,"Polyethylene mimics such as long-spaced aliphatic polyesters
(LSAPE) are biodegradable and recyclable in a close-loop path. They are viewed
as possible alternatives to classical polyethylenes that are inert and difficult to
recycle. However, inclusion of the ester groups as crystalline layers inside the core
crystallineregionsbestowLSAPEfeaturesintheircrystalstructuresthatdifferfrom
the simple orthorhombic packing of linear polyethylene. In this work, we have
determinedthecrystalstructuresof lon",abstract section,1,abstract,high,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,conclusion,finding,"from our prior work on structure and formation improves tensile properties. Films in the hexagonal
crystallizationkineticsofLSAPEisthattheformationoflayered formdisplayenhancedstrain-hardeningandahigherelongation
crystallites is required to observe rate minima.10 The crystal atbreak.
structures of PE-X,18 were inferred from unoriented WAXD The observed correlation between crystal structure and
patternsoffilmsquenchedorisothermallycrystallizedfromthe material properties emphasizes the need to est",conclusion section,end,conclusion,high,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,[−(CH ) −OCO−(CH ) −COO−] −) by analyzing their 2D-wide-angle X-ray 2 2 2 11 n,line 16,1,wide-angle,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,1. INTRODUCTION The melting behavior as a function of methylenes spacer between ester groups is known for LSAPE rapidly or,line 28,1,melting,medium,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,"isothermallycrystallizedfromthemelt.10−14Forafixednumber plastics,buttooinertforefficientchemicalrecycling,therefore,",line 31,1,crystalliz,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,"vice versa), the melting point of the shortest polyesters is first ableand/orcanbeconstructedanddeconstructedinaclosed-",line 35,1,melting,medium,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,furtherincreaseinazigzagpatternbetweeneven(highermelting aspossiblesustainablealternativesforclassicalpolyethylenesas,line 41,2,melting,medium,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,excerpt,general,"points) and odd (lower melting points) number of carbons most can be molded and film extruded. Furthermore, closed- when van der Waals CH interactions compensate the dipolar",line 43,2,melting,medium,standard,TRUE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"WAXDprofilesmeasuredatroomtemperaturefortheunorientedPE-X,18(X=2,3,4,and6)andPE-2,13samplescrystallizedatthe
indicatedtemperatures.Thepatternofahigh-densitylinearpolyethyleneisaddedasreference(HDPE).10
placed on a hot plate and uniaxially stretched about 5× the original 2.3.2D-WAXDDataAnalyses
lengt",Figure 1,,Figure 1,medium,standard,FALSE
P286,Crystal Structures of Sustainable Long-Spaced Aliphatic Polyesters,P286_unidentified.pdf,2026,low,good,figure_caption,measurement,"2D-WAXD patterns measured for the uniaxially oriented and annealed samples of (a) PE-2,18, (b) PE-3,18, (c) PE-2,13 and (d)
orthorhombiclinearpolyethylene(PE).ThewavelengthofincidentX-raybeamis0.71Å.Thedrawaxisisvertical.
ethers [−(CH ) −O−],63 the whole methylene segment 4. CRYSTALSTRUCTUREANALYSIS",Figure 3,,Figure 3,medium,standard,FALSE
